NAME,STATE_NAME,STATE_FIPS,CNTY_FIPS,geometry,date,county,state,cases,deaths,daily_increase,seven_day_moving_avg_new_cases,STATE,COUNTY,CENSUS2010POP,daily_increase_per_hundred_thousand
Alamance,North Carolina,37,1,"POLYGON ((-79.24593092873883 35.86829422730657, -79.23772910599943 35.83738824820434, -79.54073000017762 35.8371278292981, -79.53756368548336 35.89110530720681, -79.53032598772188 36.23629105956093, -79.53025745097771 36.2462702788933, -79.25824013835283 36.23582430516562, -79.25951223834518 36.04803227923068, -79.27055919073435 35.90474266878384, -79.24593092873883 35.86829422730657))",2021-01-06,Alamance,North Carolina,11119.0,124.0,70.0,120.71428571428571,37,1,151131,79.87394096134194
Alexander,North Carolina,37,3,"POLYGON ((-81.10868902641454 35.77203335993893, -81.12708401916916 35.78910014892649, -81.14120657737953 35.82345125206322, -81.32794143828174 35.7951911642751, -81.33702118407741 35.82776083010376, -81.33049081867038 35.87593262931307, -81.3393801328171 35.92937238129245, -81.32907320113127 35.98937731099338, -81.32168003944744 35.98945740003833, -81.23581608738213 36.02395386530972, -81.15726836800208 36.02111256915887, -81.12386564141528 36.0314163407983, -81.08388597758997 36.02089949914468, -81.02036883762349 36.03506780032186, -80.99514508819468 35.97721056248781, -81.04890364223274 35.83610128045267, -81.10868902641454 35.77203335993893))",2021-01-06,Alexander,North Carolina,2843.0,31.0,4.0,28.714285714285715,37,3,37198,77.19309025830883
Alleghany,North Carolina,37,5,"POLYGON ((-81.23970418775782 36.36549354576037, -81.24050538903171 36.37954668655789, -81.26265498315242 36.40516932709035, -81.26605053072117 36.43733435156699, -81.31314221570828 36.48082425710435, -81.32459515635449 36.51380524700612, -81.34736323890199 36.5380389694373, -81.34512100466316 36.57298830562141, -80.9032404743071 36.56534208120496, -80.93334628821623 36.49844519390174, -80.96557394377655 36.46735189139292, -80.94946729085585 36.41486595538761, -80.95618896858052 36.40392934560245, -80.97775043144154 36.39150870549962, -80.98264099178432 36.37196614966344, -81.00257741373231 36.36681242480033, -81.02444446862194 36.37796624892283, -81.04260364938906 36.410466963575, -81.08405656829183 36.43005091083869, -81.09837007619156 36.43128281089643, -81.11311842719829 36.42298193883365, -81.12918684873787 36.42646068368974, -81.13820520674683 36.41775553290321, -81.1531749682181 36.4248696262266, -81.17648398854539 36.41557302872184, -81.23970418775782 36.36549354576037))",2021-01-06,Alleghany,North Carolina,693.0,2.0,12.0,8.571428571428571,37,5,11155,76.8393417429724
Anson,North Carolina,37,7,"POLYGON ((-79.91973664132485 34.80807405134635, -80.32506538114497 34.81491669150309, -80.27490803671222 35.19325827239207, -80.26087732706378 35.20418711157131, -80.24737305006406 35.20467163475215, -80.21967021832812 35.15933191057466, -80.18988439797057 35.16800597893753, -80.16791140382031 35.14987917569506, -80.15892376560674 35.15488759022756, -80.15446799656692 35.17622992200175, -80.13139623874025 35.17126326152504, -80.11005618634378 35.1939825446674, -80.07119155266328 35.15088940626806, -80.06495833522642 35.13672975636546, -80.05822935313219 35.10413444753728, -80.0025872042203 35.0900774214368, -79.97505941833361 35.09688250366496, -79.9446929783021 35.11548595587426, -79.92727443988677 35.11592841417507, -79.91491456592219 35.10684214107043, -79.9082088956457 35.07914464515056, -79.88185726867033 35.0446152325101, -79.89369951667288 35.0073966721826, -79.86682953847892 34.96786941303368, -79.8534873563186 34.90473712527616, -79.90120353900109 34.85256429288518, -79.91973664132485 34.80807405134635))",2021-01-06,Anson,North Carolina,1546.0,27.0,27.0,20.571428571428573,37,7,26948,76.33749655421022
Ashe,North Carolina,37,9,"POLYGON ((-81.47257909344273 36.23448491172604, -81.54066705922062 36.27263464966236, -81.56180870214605 36.27372170562586, -81.63289477490216 36.34081244364464, -81.74090801026394 36.39190785562346, -81.698114920861 36.47189997523101, -81.70263269933602 36.51946027955884, -81.66983504392981 36.58976778940628, -81.34512100466316 36.57298830562141, -81.34736323890199 36.5380389694373, -81.32459515635449 36.51380524700612, -81.31314221570828 36.48082425710435, -81.26605053072117 36.43733435156699, -81.26265498315242 36.40516932709035, -81.24050538903171 36.37954668655789, -81.23970418775782 36.36549354576037, -81.26405840638473 36.35254248409777, -81.3288126268129 36.36363082791443, -81.36119341511379 36.35328892850197, -81.36551174803699 36.33917854424088, -81.3539521428736 36.29984606828023, -81.3672735516141 36.27882730453634, -81.40620848337613 36.2851820542497, -81.41215185721235 36.26742114293775, -81.43086000538536 36.26084835002241, -81.452711311847 36.23971499574328, -81.47257909344273 36.23448491172604))",2021-01-06,Ashe,North Carolina,1338.0,27.0,8.0,18.142857142857142,37,9,27281,66.50363675399414
Avery,North Carolina,37,11,"POLYGON ((-81.9411797847107 35.95510204897037, -81.96123012374142 35.93934693826128, -81.94478757342902 35.91874001663089, -81.94685496903476 35.91053834930362, -81.98820018733954 35.90576932123734, -82.00490186145718 35.91456569893732, -82.04894234032565 35.96735929913284, -82.04256484863899 36.00513278433074, -82.06216615025588 36.03564883442816, -82.07760214808206 36.10026023111961, -82.02029496553871 36.12983432836799, -81.93295169732332 36.26344425043845, -81.91099403716872 36.29087531818352, -81.89383451895057 36.26710705504666, -81.90639995134362 36.22199133153569, -81.89840379064078 36.19898153134018, -81.88502886832752 36.18876235569715, -81.85007730456972 36.18159915214437, -81.82214477372294 36.15798319288345, -81.81698649010436 36.10951424570395, -81.80605314397367 36.1046889066468, -81.73209805990562 36.05860501744284, -81.80261718925416 35.9604599335529, -81.85970280592083 35.97046894020795, -81.88064686823986 35.98965285667912, -81.90068254672741 35.99477953983366, -81.92198426413469 35.98264081731342, -81.9411797847107 35.95510204897037))",2021-01-06,Avery,North Carolina,1396.0,15.0,7.0,9.428571428571429,37,11,17797,52.97843135680973
Beaufort,North Carolina,37,13,"MULTIPOLYGON (((-77.10344386551999 35.55034880022433, -76.98285400809264 35.43666369599701, -76.69455251010393 35.35059413369919, -76.61416704242495 35.27308674303906, -76.63986277845704 35.23741603560582, -76.85022820735931 35.21733357807066, -76.89726627516559 35.25173726230742, -77.19464021458042 35.42311725050919, -77.17188979721037 35.51928601029473, -77.14707830432737 35.54775093125478, -77.10344386551999 35.55034880022433)), ((-76.97958444794779 35.65028920490491, -76.83797753630985 35.70561788757418, -76.63347886306948 35.70316683125239, -76.60857448554378 35.66431851584429, -76.60760466212153 35.63523168739083, -76.58553132354689 35.60962018472686, -76.53924933569613 35.59420164486197, -76.51859537599793 35.57781017333246, -76.49218805968017 35.54195240151282, -76.63785283353103 35.52050159208005, -76.62842113109144 35.43806313031829, -76.70502925543103 35.41210106971947, -77.10344386551999 35.55034880022433, -77.11907008777897 35.58566097190064, -77.14802502314804 35.59816527552716, -77.15173336350689 35.62004611029128, -77.17436333648527 35.6355716254976, -77.18689167718608 35.66446750426171, -77.17511920922465 35.67644553065161, -77.19520088969922 35.70007340484161, -77.19192029529397 35.71225357059339, -77.17710340754306 35.71462251751268, -77.17814130147313 35.73235296804944, -77.16096691549565 35.73693824718784, -76.97958444794779 35.65028920490491)))",2021-01-06,Beaufort,North Carolina,2872.0,61.0,33.0,56.714285714285715,37,13,47759,118.75099083792733
Bertie,North Carolina,37,15,"POLYGON ((-76.78273355324505 35.85939507039236, -76.8102007284056 35.88147037752051, -76.8345089450455 35.88438844725781, -76.85639786123976 35.83594198303142, -76.87815752635564 35.81745208527654, -76.89815492165805 35.81434301404586, -76.90448050569721 35.86807260962587, -76.93577009371145 35.89475987497273, -76.99040605276541 35.87799784914915, -77.00410122765044 35.86199900043452, -77.04799479026308 35.85765010312806, -77.03385736429338 35.91449260343768, -77.04056396704259 35.93191036479242, -77.06597840714055 35.93616741353696, -77.08969139536734 35.92540232692637, -77.18835845675862 35.9314061560766, -77.19557615816088 35.93611343372787, -77.19308148283788 35.98825238627705, -77.21522278831227 35.98922500711744, -77.21349097927398 36.00552131462651, -77.27640522382954 36.02785584916798, -77.31494255958891 36.04824120492171, -77.33189569051396 36.06813841121186, -77.30956400519464 36.08760098161114, -77.24072208342683 36.10145996086887, -77.25718701308426 36.11862973628683, -77.25560015174831 36.1308442999208, -77.27009663151532 36.15568148760735, -77.29319910913738 36.16301699139527, -77.2983037237711 36.21168450345793, -77.23429895238142 36.21475555052368, -77.21735379927844 36.24113779368635, -77.12975788276273 36.2336192662271, -76.99443117482541 36.23573670453494, -76.98036969357753 36.23039239261074, -76.74473627459679 36.23407363945698, -76.76034503889449 36.14475021363825, -76.69343095265017 35.99313035823826, -76.74079455704027 35.93678740428091, -76.69688623027641 35.94170485092017, -76.70798690345445 35.91999548752658, -76.7282662681435 35.91101940161381, -76.74138874937259 35.88323705067734, -76.76092798975024 35.86470524345457, -76.78273355324505 35.85939507039236))",2021-01-06,Bertie,North Carolina,1283.0,27.0,13.0,13.714285714285714,37,15,21282,64.44077490031817
Bladen,North Carolina,37,17,"POLYGON ((-78.2612193363812 34.39495496827206, -78.32870399231584 34.36459044498999, -78.43767083643552 34.3720106483824, -78.63782040515326 34.45131506936647, -78.65955753551199 34.45111277459247, -78.66823253634757 34.46529967341982, -78.81163368089132 34.45548695227018, -78.83610233464132 34.4593661423511, -78.86425622414862 34.47736343549499, -78.84541084707514 34.50762181230026, -78.85234632007057 34.56674923337719, -78.80306586261332 34.68527236865131, -78.84145120532099 34.73516758464452, -78.89601142686929 34.83106742966135, -78.83140287940002 34.84452295905996, -78.51717055864826 34.84369932663699, -78.49901930389916 34.85527701141015, -78.4007257496322 34.75950185871625, -78.38639727036508 34.72206048921515, -78.3635388415728 34.69221395452338, -78.33858975716107 34.68277619101117, -78.3220640613654 34.6457426229085, -78.30942169997378 34.63602257918541, -78.31960741020734 34.63026243623668, -78.30562233991763 34.60552756152801, -78.27433321813974 34.58144479606774, -78.25652578680038 34.55392120630825, -78.26212621789554 34.5281068908299, -78.25477905819874 34.50754913123293, -78.16939631385573 34.46261933241949, -78.2612193363812 34.39495496827206))",2021-01-06,Bladen,North Carolina,1977.0,26.0,34.0,23.285714285714285,37,17,35190,66.17139609466975
Brunswick,North Carolina,37,19,"POLYGON ((-78.65545315327165 33.94884500072448, -78.63445619902836 33.97814935433951, -78.63000809698639 34.0103718294959, -78.5875182684303 34.03077635274421, -78.56316430882359 34.05911538988844, -78.54401396136997 34.13433262757327, -78.52696929270724 34.15502704622626, -78.49247552124591 34.15867379158223, -78.42515865859501 34.13823507766789, -78.36084829517671 34.18689108923379, -78.37330006950724 34.20251969447858, -78.26078527033478 34.21543257656413, -78.15450358499109 34.36241187791563, -78.12995898651927 34.36429246815517, -78.02563855030452 34.32893828340288, -78.01102002022061 34.31278329731339, -78.00673199266049 34.28498597500952, -77.99510431698927 34.28296805226144, -77.99993385217361 34.26805278863965, -77.98285856732358 34.26185013558607, -77.97499222754355 34.24353222724213, -77.96557720600467 34.24245651636327, -77.96044223420382 34.18941384234616, -77.95823662542087 33.99275358650854, -78.03451791807568 33.91446550897413, -78.57945351917925 33.88216460250206, -78.65545315327165 33.94884500072448))",2021-01-06,Brunswick,North Carolina,4794.0,74.0,55.0,61.42857142857143,37,19,107431,57.17955844083313
Buncombe,North Carolina,37,21,"POLYGON ((-82.25793807042527 35.46384916079111, -82.32271332329346 35.49527784265124, -82.37080290949218 35.47888870230351, -82.36467640837657 35.46357646432753, -82.37352681768968 35.4574956543747, -82.40890529853647 35.46903837142125, -82.4747641364975 35.44452034842165, -82.51935933302022 35.44403126648535, -82.52674477590216 35.42843680010254, -82.55097652977985 35.42700954701209, -82.56377917286947 35.43853708547508, -82.61852956704654 35.43778805086889, -82.66883217000586 35.45527688736574, -82.7140071055339 35.43926197939888, -82.74373946412274 35.41814354468312, -82.78073599233723 35.44179701006859, -82.79457658116095 35.46507738276206, -82.7704838693251 35.53284121066521, -82.77188874307052 35.57139957886459, -82.81319666246692 35.61763996807167, -82.82296265637298 35.62149258268036, -82.84472206246866 35.61325252855987, -82.8653836891647 35.63590731567314, -82.88097199086681 35.67366443079459, -82.84312965810049 35.69183044969491, -82.80548495774461 35.68501055151147, -82.76616222094339 35.69410537228262, -82.50040247365389 35.79623796849994, -82.40566562932236 35.8140851853416, -82.3751012978602 35.81651583087185, -82.34524611189386 35.80530911482508, -82.34169712076029 35.76362276692062, -82.32169148861561 35.73996479458371, -82.28142151495332 35.72032034020197, -82.27904795747453 35.69767285745827, -82.28902665876652 35.6716070851725, -82.2840815487702 35.63902249978047, -82.26518203647552 35.61260648038409, -82.29051162155689 35.58942044284642, -82.26784331358934 35.56897825806143, -82.17054061518463 35.52858670031859, -82.22274256144577 35.51581436259204, -82.22743450510137 35.48304193575304, -82.23999309936121 35.46827462446787, -82.25793807042527 35.46384916079111))",2021-01-06,Buncombe,North Carolina,10102.0,179.0,107.0,147.0,37,21,238318,61.68229004942975
Burke,North Carolina,37,23,"POLYGON ((-81.8161061322582 35.57450512742059, -81.8654485473466 35.71897954805333, -81.98542763514902 35.80007856457148, -81.97512805963679 35.81840465795366, -81.93281395038247 35.82772472268827, -81.9060876765939 35.84812245960743, -81.90605845911567 35.89214055913087, -81.9411797847107 35.95510204897037, -81.92198426413469 35.98264081731342, -81.90068254672741 35.99477953983366, -81.88064686823986 35.98965285667912, -81.85970280592083 35.97046894020795, -81.80261718925416 35.9604599335529, -81.77551600963221 35.94407612902123, -81.77330268204739 35.92233226413738, -81.74826962328773 35.92088682782908, -81.70165080557258 35.86892691004019, -81.59318646063541 35.81325600988641, -81.56007316321693 35.77557862118165, -81.45695882864828 35.78006547264513, -81.41738339174269 35.75603694601415, -81.3764655049592 35.7501663050493, -81.4055339947827 35.69764182683865, -81.49550989247811 35.60668040909705, -81.52345687665189 35.56139191911456, -81.56235264456011 35.55544015302397, -81.58792715913992 35.56190550436152, -81.64372249259642 35.55342798052426, -81.68413663690046 35.56556551155158, -81.69501646945839 35.57176417569413, -81.70063959072283 35.59573960318469, -81.74943101804782 35.6018383891392, -81.76543028119475 35.58435146939182, -81.8161061322582 35.57450512742059))",2021-01-06,Burke,North Carolina,6605.0,75.0,51.0,60.42857142857143,37,23,90912,66.46930155377886
Cabarrus,North Carolina,37,25,"POLYGON ((-80.5027334990654 35.18705706985159, -80.53943137699254 35.20596222878657, -80.65923728389113 35.26481783406859, -80.68977845894766 35.34090056184026, -80.7625342795028 35.40082022209226, -80.7452305906429 35.4199964715656, -80.76148193224574 35.4652757922331, -80.77517710713077 35.47971010715278, -80.77602410317553 35.50694665072977, -80.72630968327994 35.50770635696807, -80.29802004627753 35.49503980309004, -80.37825528224216 35.38497979013022, -80.48150819261629 35.21075353258981, -80.5027334990654 35.18705706985159))",2021-01-06,Cabarrus,North Carolina,12217.0,157.0,175.0,165.14285714285714,37,25,178011,92.77115298653294
Caldwell,North Carolina,37,27,"POLYGON ((-81.32794143828174 35.7951911642751, -81.3764655049592 35.7501663050493, -81.41738339174269 35.75603694601415, -81.45695882864828 35.78006547264513, -81.56007316321693 35.77557862118165, -81.59318646063541 35.81325600988641, -81.70165080557258 35.86892691004019, -81.74826962328773 35.92088682782908, -81.77330268204739 35.92233226413738, -81.77551600963221 35.94407612902123, -81.80261718925416 35.9604599335529, -81.73209805990562 36.05860501744284, -81.80605314397367 36.1046889066468, -81.65883134791358 36.11772109343516, -81.54592750040497 36.11152258470473, -81.51713269132181 36.09556207097928, -81.45425590108677 36.08318753647154, -81.42945124633698 36.06579272430627, -81.39796319704766 36.05618747833457, -81.38852481188698 36.03769773599182, -81.34716368974209 36.01548877444193, -81.32168003944744 35.98945740003833, -81.32907320113127 35.98937731099338, -81.3393801328171 35.92937238129245, -81.33049081867038 35.87593262931307, -81.33702118407741 35.82776083010376, -81.32794143828174 35.7951911642751))",2021-01-06,Caldwell,North Carolina,6378.0,31.0,60.0,85.0,37,27,83029,102.37386937094269
Camden,North Carolina,37,29,"POLYGON ((-76.00861916106211 36.31975306553382, -75.95682579325999 36.19393094831958, -75.9809812397876 36.16988636243637, -76.18282096709592 36.31539546514873, -76.1931364982523 36.3250082745102, -76.21585018655841 36.32800259979354, -76.23819036774019 36.36138429394033, -76.26094218381931 36.36391326353743, -76.27379077709192 36.38156357322519, -76.30302022206594 36.39200032583385, -76.32102652911269 36.40979941672286, -76.40563283451266 36.44731243121049, -76.49801445999535 36.50405505333208, -76.56325569019823 36.55540420149605, -76.49722854091308 36.55596477300677, -76.32991656851596 36.55620882183655, -76.16794429748352 36.42724048989534, -76.15780427841273 36.41284414733657, -76.1605812339466 36.39205440925102, -76.0947362276641 36.34907161345568, -76.04360191085166 36.35374868935196, -76.03252330619442 36.33613288115446, -76.01699685851538 36.33788769118625, -76.00861916106211 36.31975306553382))",2021-01-06,Camden,North Carolina,327.0,5.0,6.0,6.428571428571429,37,29,9980,64.4145433724592
Carteret,North Carolina,37,31,"MULTIPOLYGON (((-77.14863009432862 34.7644928670915, -77.1639352351512 34.77467800748062, -77.15949480010705 34.78865867442698, -77.10036473702409 34.79765750231306, -77.07280638675414 34.8156016445125, -77.05713499137278 34.81520876267743, -77.04867368219986 34.83135240368228, -76.74986948506029 34.84843504470592, -76.6252691661161 34.89080929845002, -76.64670101527044 34.90649525076648, -76.66971231778309 34.97015868534032, -76.52942594291437 34.9747977888757, -76.44467468981208 35.01682158829303, -76.42369964867746 34.94641010773844, -76.3636527577046 34.94327534170419, -76.32904392947168 34.97612044961053, -76.31434872940942 34.94897901824994, -76.46954580914445 34.78522339315998, -76.62496300424304 34.71991523213813, -77.050199052141 34.6990792848494, -77.14863009432862 34.7644928670915)), ((-76.5439189000067 34.58799432896938, -76.55479142819507 34.61082483538441, -76.53739568355709 34.61408646951122, -76.48412548619879 34.69779511451587, -76.43193835589292 34.76084793487691, -76.37431858777563 34.8130336664737, -76.28733898391707 34.87717525233153, -76.46890406070393 34.69344663164172, -76.5439189000067 34.58799432896938)))",2021-01-06,Carteret,North Carolina,2955.0,17.0,36.0,36.42857142857143,37,31,66469,54.80535502049291
Caswell,North Carolina,37,33,"POLYGON ((-79.53025745097771 36.2462702788933, -79.5100477627217 36.54779563861626, -79.2168032787023 36.54992131376638, -79.14406279214282 36.54619836466839, -79.15900877556 36.2338077811266, -79.25824013835283 36.23582430516562, -79.53025745097771 36.2462702788933))",2021-01-06,Caswell,North Carolina,1252.0,9.0,15.0,14.857142857142858,37,33,23719,62.63815024724001
Catawba,North Carolina,37,35,"POLYGON ((-80.96123147017097 35.54369861207407, -81.52345687665189 35.56139191911456, -81.49550989247811 35.60668040909705, -81.4055339947827 35.69764182683865, -81.3764655049592 35.7501663050493, -81.32794143828174 35.7951911642751, -81.14120657737953 35.82345125206322, -81.12708401916916 35.78910014892649, -81.10868902641454 35.77203335993893, -81.07200586083459 35.7437820788375, -81.05457975902951 35.71353546154918, -81.0033776825335 35.69718978479054, -80.93107183186487 35.61972616854373, -80.96123147017097 35.54369861207407))",2021-01-06,Catawba,North Carolina,11994.0,166.0,141.0,139.14285714285714,37,35,154358,90.14295154307334
Chatham,North Carolina,37,37,"POLYGON ((-79.5551071752418 35.51319375164918, -79.54073000017762 35.8371278292981, -79.23772910599943 35.83738824820434, -79.24593092873883 35.86829422730657, -79.09510175839273 35.85408774655232, -79.01786753043253 35.85801065924252, -78.90544618574722 35.86066333688579, -78.94416607894155 35.77026487364072, -78.93861942043932 35.76159437975657, -78.99854752474977 35.60147534643085, -78.92081116023533 35.57901238967561, -78.97422785941717 35.51731010062262, -79.03823812203503 35.54961504780978, -79.06703008189602 35.59885727388592, -79.13234554728743 35.62476483663526, -79.19398577510117 35.5752809965192, -79.20947425041929 35.55360250833311, -79.22024715943984 35.5509512293989, -79.22687678138644 35.56551515802525, -79.2758360537992 35.53042781588009, -79.2858761428779 35.54455669418326, -79.30511010205116 35.54285498329189, -79.31475383842417 35.53928050457093, -79.31260257207857 35.52701667529546, -79.33129486821552 35.52212979303947, -79.34269351822839 35.5103920855885, -79.5551071752418 35.51319375164918))",2021-01-06,Chatham,North Carolina,3032.0,65.0,35.0,22.857142857142858,37,37,63505,35.992666494201806
Cherokee,North Carolina,37,39,"POLYGON ((-84.29095952023276 35.21062226115387, -84.22586313412413 35.2616828608182, -84.17964268947222 35.24106946368288, -84.10156068840668 35.24563376218531, -84.04268969732493 35.27265847904505, -84.03077171181674 35.29260577984132, -84.00380154461052 35.26217282342317, -83.99211274017277 35.23258634500937, -83.96080724831842 35.21546666409753, -83.92155947196225 35.21905336857179, -83.83676206146082 35.24683758445369, -83.79177667691306 35.24874972335324, -83.75345950832128 35.23725694540072, -83.69552606674523 35.25089922836149, -83.69658613280417 35.21452626536968, -83.72222224238688 35.19736363890915, -83.71297459969939 35.18084239826086, -83.73941916312151 35.14593020557302, -83.75528927879814 35.14815389396574, -83.8537822268129 35.12588136885946, -83.90722052827917 35.07050217725174, -83.9527548802328 35.0485283024328, -83.95967460480023 35.01920840760592, -83.98845423529986 34.98915180753426, -84.1181523825486 34.98830698725916, -84.32377349391139 34.98909057515964, -84.29095952023276 35.21062226115387))",2021-01-06,Cherokee,North Carolina,1382.0,15.0,10.0,18.714285714285715,37,39,27444,68.19080933641494
Chowan,North Carolina,37,41,"POLYGON ((-76.68840787757452 36.29467322772656, -76.64788727596945 36.31547073641804, -76.60390999802908 36.31513887974141, -76.56217640484067 36.34072370332508, -76.57075075042762 36.27788509266711, -76.59415773219347 36.23997520743337, -76.57526500622797 36.10281681226972, -76.53662085053928 36.08808493494753, -76.48019205728859 36.07995237420887, -76.42008569527844 36.05876602439741, -76.52267292374584 36.00732958642699, -76.59366647448752 36.01029308830687, -76.64868433292018 36.06586799557557, -76.63287539781412 36.03727750162393, -76.68982300851974 36.0497700457335, -76.7261797568472 36.1569800076598, -76.68840787757452 36.29467322772656))",2021-01-06,Chowan,North Carolina,881.0,20.0,3.0,9.714285714285714,37,41,14793,65.6681248853222
Clay,North Carolina,37,43,"POLYGON ((-83.93789913945233 34.98947749953018, -83.98845423529986 34.98915180753426, -83.95967460480023 35.01920840760592, -83.9527548802328 35.0485283024328, -83.90722052827917 35.07050217725174, -83.8537822268129 35.12588136885946, -83.75528927879814 35.14815389396574, -83.73941916312151 35.14593020557302, -83.71769684871806 35.13889998298949, -83.64476313309149 35.14345174491437, -83.64345057414435 35.12759028051232, -83.56192479594934 35.0560348113549, -83.55311976697477 35.03585501402965, -83.52710180981741 35.01982953803874, -83.51288766206532 34.99211577565049, -83.54929730231704 34.98962850830513, -83.93789913945233 34.98947749953018))",2021-01-06,Clay,North Carolina,445.0,5.0,17.0,11.428571428571429,37,43,10587,107.94910199840774
Cleveland,North Carolina,37,45,"POLYGON ((-81.32262572218731 35.16389180573374, -81.36198016306068 35.16298673736078, -81.76518110376509 35.18259606860379, -81.75931362284663 35.22082273553868, -81.73698887926861 35.25429689989586, -81.69750441025626 35.35338958327514, -81.68413663690046 35.56556551155158, -81.64372249259642 35.55342798052426, -81.58792715913992 35.56190550436152, -81.56235264456011 35.55544015302397, -81.52345687665189 35.56139191911456, -81.50677079555012 35.54662947740911, -81.51531576824672 35.52155533804618, -81.4448858454541 35.41350040043266, -81.40722555208235 35.35993859813638, -81.35306992008204 35.32743467163375, -81.36460595440748 35.31050485252645, -81.35215418007695 35.27523837201291, -81.31923203956397 35.26063294835099, -81.31122727939059 35.18808501740608, -81.32262572218731 35.16389180573374))",2021-01-06,Cleveland,North Carolina,7329.0,152.0,115.0,107.28571428571429,37,45,98078,109.38815461746191
Columbus,North Carolina,37,47,"POLYGON ((-78.65545315327165 33.94884500072448, -79.07425757426174 34.30473849261752, -79.04070161132628 34.31946399804286, -79.02922639494312 34.34754023329504, -79.00616924585557 34.36643477240193, -79.00198824544091 34.38820889084482, -78.97511629869346 34.39933277223253, -78.95048767406968 34.44954932868235, -78.91922093163681 34.45380694727133, -78.86425622414862 34.47736343549499, -78.83610233464132 34.4593661423511, -78.81163368089132 34.45548695227018, -78.66823253634757 34.46529967341982, -78.65955753551199 34.45111277459247, -78.63782040515326 34.45131506936647, -78.43767083643552 34.3720106483824, -78.32870399231584 34.36459044498999, -78.2612193363812 34.39495496827206, -78.19428463212921 34.35121961519586, -78.18433561455181 34.34833956962351, -78.15450358499109 34.36241187791563, -78.26078527033478 34.21543257656413, -78.37330006950724 34.20251969447858, -78.36084829517671 34.18689108923379, -78.42515865859501 34.13823507766789, -78.49247552124591 34.15867379158223, -78.52696929270724 34.15502704622626, -78.54401396136997 34.13433262757327, -78.56316430882359 34.05911538988844, -78.5875182684303 34.03077635274421, -78.63000809698639 34.0103718294959, -78.63445619902836 33.97814935433951, -78.65545315327165 33.94884500072448))",2021-01-06,Columbus,North Carolina,3895.0,87.0,59.0,41.142857142857146,37,47,58098,70.81630545433086
Craven,North Carolina,37,49,"MULTIPOLYGON (((-77.11026055185297 35.06619544843338, -77.0008586056061 35.05304633992802, -76.91277288189752 34.93663002313365, -76.64670101527044 34.90649525076648, -76.6252691661161 34.89080929845002, -76.74986948506029 34.84843504470592, -77.04867368219986 34.83135240368228, -77.10920758294743 34.83058938198545, -77.10304290225477 35.02442020479725, -77.11026055185297 35.06619544843338)), ((-77.26387102927227 35.35027533164051, -77.24398055750726 35.35435319021266, -77.24022714763409 35.38014828639238, -77.2108834747531 35.39580388154172, -77.19464021458042 35.42311725050919, -76.89726627516559 35.25173726230742, -76.94709761677818 35.21715433609422, -76.96627179408993 35.18812713409014, -76.97200204610792 35.15693374617713, -76.98955838326815 35.15420569365649, -76.94389405497957 35.09988485857441, -76.94291003725051 35.07019456486558, -77.0475521247461 35.09231509692016, -77.10434753518388 35.08814549339418, -77.11026055185297 35.06619544843338, -77.13079204680196 35.06944174856452, -77.14012314579696 35.05439635319567, -77.17892001979391 35.05351889637573, -77.20518907113042 35.08821397833431, -77.4230927130269 35.1944679485169, -77.47378431251835 35.22735527671537, -77.42933401189391 35.26000130169816, -77.44819487837516 35.28583830734579, -77.44989648565846 35.30222237089766, -77.41283965754208 35.33138167320229, -77.38584591949792 35.32942462020054, -77.35390049234445 35.32371768000031, -77.29348206280076 35.37411353023061, -77.26387102927227 35.35027533164051)))",2021-01-06,Craven,North Carolina,5533.0,88.0,130.0,63.714285714285715,37,49,103505,61.55672258759066
Cumberland,North Carolina,37,51,"POLYGON ((-78.49901930389916 34.85527701141015, -78.51717055864826 34.84369932663699, -78.83140287940002 34.84452295905996, -78.89601142686929 34.83106742966135, -78.91230089624516 34.82758811496083, -78.92837662215432 34.87996344934196, -78.94823668494817 34.90284746932971, -79.03336020187785 34.95398691474206, -79.09406728352927 35.03802109633051, -79.10659360387254 35.11938685184771, -79.09692629666161 35.17696844038793, -79.09564435390176 35.19012506047901, -78.9123307871759 35.22262727744832, -78.88576463967324 35.23009659107012, -78.87432029849758 35.24269652495343, -78.81213156951432 35.25888264527062, -78.71580724219837 35.2601423122935, -78.61247683298124 35.2439957184584, -78.63502262439555 35.21111714514259, -78.63245122729015 35.19746460498201, -78.64496407858317 35.18989240853791, -78.63322144974845 35.15388994803614, -78.64537524724416 35.10272403075965, -78.65789566192694 35.09378617622797, -78.66615094643502 35.07163445814166, -78.63399053251788 34.98453513514795, -78.59320914937831 34.94363869523679, -78.5417231867462 34.90804092789108, -78.49901930389916 34.85527701141015))",2021-01-06,Cumberland,North Carolina,14967.0,142.0,251.0,168.28571428571428,37,51,319431,52.68296260717159
