NAME,STATE_NAME,STATE_FIPS,CNTY_FIPS,geometry,date,county,state,cases,deaths,daily_increase,seven_day_moving_avg_new_cases,STATE,COUNTY,CENSUS2010POP,daily_increase_per_hundred_thousand
Pratt,Kansas,20,151,"POLYGON ((-98.45693795970318 37.46589319372599, -99.0034401667633 37.46429224169131, -99.0084066718279 37.73101585493852, -99.00903163575964 37.81626986624353, -98.47163088038772 37.81681945529789, -98.45830931623509 37.81467554512591, -98.45673089895757 37.72574826479673, -98.45693795970318 37.46589319372599))",2021-01-06,Pratt,Kansas,711.0,21.0,17.0,4.285714285714286,20,151,9656,44.38395076340395
Rawlins,Kansas,20,153,"POLYGON ((-100.7378453126822 39.56622321753807, -101.3852828728043 39.565317993753, -101.4067601022972 39.56714880031065, -101.4073933548752 40.00100369346544, -101.3221486164933 40.00182105759963, -100.754855894287 40.00019829606435, -100.735049448674 39.99917231706335, -100.7378453126822 39.56622321753807))",2021-01-06,Rawlins,Kansas,329.0,7.0,14.0,2.5714285714285716,20,153,2519,102.08132478874838
Reno,Kansas,20,155,"POLYGON ((-98.45673089895757 37.72574826479673, -98.45830931623509 37.81467554512591, -98.47163088038772 37.81681945529789, -98.46892645050906 38.16683339593131, -98.20592879099412 38.1673127387082, -98.20478443976302 38.15367532532713, -98.13497259096488 38.15631474113631, -98.13445366990187 38.16763666936678, -97.92115887798172 38.16931040607686, -97.69980156438423 38.16763910415663, -97.697361749539 37.90900790351753, -97.69506719322034 37.72703202069795, -97.80118657650847 37.72440016827854, -98.45673089895757 37.72574826479673))",2021-01-06,Reno,Kansas,7217.0,105.0,106.0,39.857142857142854,20,155,64511,61.78348321548705
Republic,Kansas,20,157,"POLYGON ((-97.92781222617839 39.64815804042846, -97.92958869029866 39.99845286256369, -97.81658931614133 39.99972921048727, -97.36191184114 39.99738020812316, -97.36093802880671 39.6497426741907, -97.92781222617839 39.64815804042846))",2021-01-06,Republic,Kansas,596.0,11.0,0.0,5.142857142857143,20,157,4980,103.27022375215148
Rice,Kansas,20,159,"POLYGON ((-98.46892645050906 38.16683339593131, -98.47023056539777 38.24894404173153, -98.48071383803385 38.25056151925479, -98.47568252611592 38.51525819585105, -97.92362770308904 38.51589300255028, -97.92115887798172 38.16931040607686, -98.13445366990187 38.16763666936678, -98.13497259096488 38.15631474113631, -98.20478443976302 38.15367532532713, -98.20592879099412 38.1673127387082, -98.46892645050906 38.16683339593131))",2021-01-06,Rice,Kansas,861.0,1.0,19.0,11.142857142857142,20,159,10083,110.51132741105963
Riley,Kansas,20,161,"POLYGON ((-96.57819204757324 39.56011386355951, -96.70766277508888 39.44577944750193, -96.71339913998351 39.39516177237478, -96.63353062481404 39.29766486062623, -96.5960916901028 39.27032481257845, -96.58454006276148 39.24763112063157, -96.57217246999502 39.24577726127637, -96.57128739798129 39.23258235800016, -96.55545603172614 39.22922934154778, -96.547521207006 39.2148442922696, -96.52180179652788 39.19974600497649, -96.52528846740201 39.19217007864155, -96.54797122869657 39.19080820224886, -96.5444386594435 39.17296326478495, -96.52039024006137 39.17699543219431, -96.50513866461559 39.16549048029252, -96.48611057469503 39.17425655262942, -96.45856797285307 39.16860317780596, -96.44564364207481 39.18351082623396, -96.40444414853296 39.1777468497863, -96.38727002157567 39.1684161652236, -96.39164849898866 39.03877909493734, -96.4914354083004 39.03694440307675, -96.49354890950124 39.06653082968651, -96.69806017112319 39.06962005997009, -96.70038726037862 39.08831567156555, -96.73910741259314 39.07710045965631, -96.7494074025377 39.08294063984597, -96.8406419311752 39.08548877693767, -96.8442662453821 39.21405029175719, -96.94936374218835 39.21612535436077, -96.9514446586484 39.56200414115443, -96.80144839364831 39.56280855427877, -96.57819204757324 39.56011386355951))",2021-01-06,Riley,Kansas,5173.0,22.0,140.0,36.57142857142857,20,161,71115,51.425759082371606
Rooks,Kansas,20,163,"POLYGON ((-99.5886995141221 39.12913637397106, -99.60295178964721 39.1284458261254, -99.60181230799581 39.55777351246999, -99.06217828048389 39.56156826196663, -99.04132627394294 39.56025223214884, -99.04169677643297 39.12904312670008, -99.5886995141221 39.12913637397106))",2021-01-06,Rooks,Kansas,550.0,9.0,0.0,12.714285714285714,20,163,5181,245.4021562301817
Rush,Kansas,20,165,"POLYGON ((-99.58114436120698 38.33796291160243, -99.58310866677424 38.68931754077641, -99.03396305499392 38.6931769935183, -99.02516605564547 38.69164349034297, -99.02575750236369 38.34345413978246, -99.58114436120698 38.33796291160243))",2021-01-06,Rush,Kansas,349.0,0.0,6.0,0.8571428571428571,20,165,3307,25.919046179100604
Russell,Kansas,20,167,"POLYGON ((-99.03396305499392 38.6931769935183, -99.02749791087253 39.12785681419704, -98.48992837794013 39.1273370642694, -98.48172645159266 39.12486891261459, -98.48213233624163 38.85823745875354, -98.48210384401995 38.68773192273741, -99.02516605564547 38.69164349034297, -99.03396305499392 38.6931769935183))",2021-01-06,Russell,Kansas,755.0,20.0,12.0,4.857142857142857,20,167,6970,69.68641114982579
Saline,Kansas,20,169,"POLYGON ((-97.36377512883037 38.95429913958956, -97.36389277580392 38.59818066275324, -97.92473314948653 38.60164661201159, -97.92673775859647 38.86204303529442, -97.92554704275008 38.95861881941778, -97.36377512883037 38.95429913958956))",2021-01-06,Saline,Kansas,4812.0,72.0,176.0,53.714285714285715,20,169,55606,96.59800329871905
Scott,Kansas,20,171,"POLYGON ((-100.6699831089082 38.25586045084044, -101.0995825074396 38.25529407727731, -101.1165656847076 38.25670542652765, -101.1225100946246 38.69545352203124, -100.8147317801257 38.69639542307623, -100.6832586192698 38.6946861487951, -100.6699831089082 38.25586045084044))",2021-01-06,Scott,Kansas,559.0,16.0,4.0,1.4285714285714286,20,171,4936,28.94188469553137
Sedgwick,Kansas,20,173,"POLYGON ((-97.80012013855269 37.46626229750696, -97.80118657650847 37.72440016827854, -97.69506719322034 37.72703202069795, -97.697361749539 37.90900790351753, -97.14785894890677 37.91063973075971, -97.14275925565678 37.47304645090319, -97.80012013855269 37.46626229750696))",2021-01-06,Sedgwick,Kansas,42336.0,291.0,975.0,416.14285714285717,20,173,498365,83.50162173163388
Seward,Kansas,20,175,"POLYGON ((-100.9505868374612 36.99666168466983, -101.071604181822 36.99746671944264, -101.0671855562784 37.38853214947726, -100.6466730525001 37.38720684673641, -100.6351141725933 37.38485696370364, -100.6342456260682 36.99783235235297, -100.9505868374612 36.99666168466983))",2021-01-06,Seward,Kansas,3612.0,28.0,35.0,11.285714285714286,20,175,22952,49.17094059652443
Shawnee,Kansas,20,177,"POLYGON ((-95.94111612420265 38.86323173078328, -95.94282519126763 39.08895053006881, -95.97274103976416 39.10935494970906, -95.99266197230436 39.11296356729201, -95.99344032799685 39.12616603395799, -96.0149175056857 39.11712907829887, -96.03296903765887 39.12200793092875, -96.03025357351981 39.21314330663478, -95.58632331273546 39.21507456122488, -95.58693387514424 39.14198968141125, -95.59919480339349 39.09352456773067, -95.5889788396009 39.05852513704042, -95.5404468469054 39.06392664062415, -95.49610357342644 39.0545197005154, -95.49662430763084 38.86153380158677, -95.94111612420265 38.86323173078328))",2021-01-06,Shawnee,Kansas,12569.0,229.0,356.0,137.28571428571428,20,177,177934,77.15541396569193
Sheridan,Kansas,20,179,"POLYGON ((-100.161808690268 39.12528868074612, -100.7157390267385 39.12911254411293, -100.717573511383 39.56473929082848, -100.1793979229932 39.56066500673506, -100.1639096030872 39.55914300405648, -100.161808690268 39.12528868074612))",2021-01-06,Sheridan,Kansas,394.0,0.0,6.0,1.5714285714285714,20,179,2556,61.47999105745584
Sherman,Kansas,20,181,"POLYGON ((-101.4731597226259 39.12795829831029, -102.0478747203861 39.12675349176517, -102.0488015982597 39.56280352928694, -101.4067601022972 39.56714880031065, -101.3852828728043 39.565317993753, -101.3871589042884 39.12927096086551, -101.4731597226259 39.12795829831029))",2021-01-06,Sherman,Kansas,551.0,7.0,6.0,1.0,20,181,6010,16.638935108153078
Smith,Kansas,20,183,"POLYGON ((-98.50469755417072 39.56034009179972, -99.04132627394294 39.56025223214884, -99.06217828048389 39.56156826196663, -99.06474698377924 39.99833796120423, -98.72063233174447 39.99846130662212, -98.50447914834047 39.99712968378846, -98.50469755417072 39.56034009179972))",2021-01-06,Smith,Kansas,229.0,1.0,5.0,2.857142857142857,20,183,3853,74.15372066293426
Stafford,Kansas,20,185,"POLYGON ((-98.47163088038772 37.81681945529789, -99.00903163575964 37.81626986624353, -99.01658502733743 37.81687638793723, -99.01399674211517 37.9977339251535, -98.91339086274402 38.00109072330076, -98.90861950349597 38.25308401334696, -98.48071383803385 38.25056151925479, -98.47023056539777 38.24894404173153, -98.46892645050906 38.16683339593131, -98.47163088038772 37.81681945529789))",2021-01-06,Stafford,Kansas,295.0,9.0,15.0,3.7142857142857144,20,185,4437,83.71164557777134
Stanton,Kansas,20,187,"POLYGON ((-101.5531536035708 37.38928890288531, -102.0420106585343 37.38627945082246, -102.0444559128037 37.64147423050569, -102.0439765700268 37.73439860690954, -101.5208195943175 37.73152923296931, -101.5201329317748 37.39020842458527, -101.5531536035708 37.38928890288531))",2021-01-06,Stanton,Kansas,161.0,2.0,0.0,0.0,20,187,2235,0.0
Stevens,Kansas,20,189,"POLYGON ((-101.071604181822 36.99746671944264, -101.5536760991125 36.99669302611369, -101.5531536035708 37.38928890288531, -101.5201329317748 37.39020842458527, -101.0810861341798 37.3890317994376, -101.0671855562784 37.38853214947726, -101.071604181822 36.99746671944264))",2021-01-06,Stevens,Kansas,539.0,6.0,5.0,1.8571428571428572,20,189,5724,32.444843765598485
Sumner,Kansas,20,191,"POLYGON ((-97.80424995657638 36.99856760708467, -97.80075406458323 37.38371686040377, -97.80012013855269 37.46626229750696, -97.14275925565678 37.47304645090319, -97.13769282060012 36.99980826202507, -97.46540491504093 36.99646716050177, -97.80424995657638 36.99856760708467))",2021-01-06,Sumner,Kansas,1473.0,21.0,27.0,19.285714285714285,20,191,24132,79.91759607870995
Thomas,Kansas,20,193,"POLYGON ((-100.7157390267385 39.12911254411293, -100.8082781883051 39.12875773824684, -101.3871589042884 39.12927096086551, -101.3852828728043 39.565317993753, -100.7378453126822 39.56622321753807, -100.717573511383 39.56473929082848, -100.7157390267385 39.12911254411293))",2021-01-06,Thomas,Kansas,969.0,7.0,0.0,5.428571428571429,20,193,7900,68.71609403254973
Trego,Kansas,20,195,"POLYGON ((-99.59543807996363 38.69132028494094, -100.150827736225 38.69455182092085, -100.1493647383474 39.12470122293894, -99.60295178964721 39.1284458261254, -99.5886995141221 39.12913637397106, -99.59543807996363 38.69132028494094))",2021-01-06,Trego,Kansas,326.0,3.0,11.0,4.857142857142857,20,195,3001,161.85081163421717
Wabaunsee,Kansas,20,197,"POLYGON ((-95.94203968661769 38.73478599799189, -96.35165629858582 38.73256111810626, -96.37924479880672 38.73506729392601, -96.38164747015568 38.81868346872027, -96.49268057019223 38.82095704440296, -96.49211554353413 38.86359674204513, -96.4914354083004 39.03694440307675, -96.39164849898866 39.03877909493734, -96.38727002157567 39.1684161652236, -96.3616882026263 39.16872129101587, -96.34284318818111 39.1579563598174, -96.31614763418794 39.18226706305118, -96.26959222461706 39.17668238038401, -96.24586462765114 39.20064977824846, -96.23190255835495 39.20459797130989, -96.12561512276288 39.18643293668632, -96.10754846401019 39.19745352081941, -96.07415376704949 39.1828359232082, -96.06608166162485 39.17158657243698, -96.07101024613259 39.16135952257995, -96.09466946176644 39.16284334568147, -96.09732447059149 39.15115526650027, -96.05957336473861 39.1395208044999, -96.03296903765887 39.12200793092875, -96.0149175056857 39.11712907829887, -95.99344032799685 39.12616603395799, -95.99266197230436 39.11296356729201, -95.97274103976416 39.10935494970906, -95.94282519126763 39.08895053006881, -95.94111612420265 38.86323173078328, -95.94203968661769 38.73478599799189))",2021-01-06,Wabaunsee,Kansas,474.0,10.0,18.0,4.571428571428571,20,197,7053,64.8153774482996
Wallace,Kansas,20,199,"POLYGON ((-101.5635244096372 38.69329256833028, -102.047568454905 38.69255052726942, -102.0489725515898 39.0370029416413, -102.0478747203861 39.12675349176517, -101.4731597226259 39.12795829831029, -101.478630021974 38.69466610063184, -101.5635244096372 38.69329256833028))",2021-01-06,Wallace,Kansas,167.0,0.0,0.0,1.1428571428571428,20,199,1485,76.96007696007696
Washington,Kansas,20,201,"POLYGON ((-96.80144839364831 39.56280855427877, -96.9514446586484 39.56200414115443, -97.35986081561072 39.56440230555196, -97.36093802880671 39.6497426741907, -97.36191184114 39.99738020812316, -96.90828754226035 39.99615478357035, -96.80142031585895 39.9944759700644, -96.80144839364831 39.56280855427877))",2021-01-06,Washington,Kansas,444.0,8.0,2.0,1.1428571428571428,20,201,5799,19.70783139950238
Wichita,Kansas,20,203,"POLYGON ((-101.1165656847076 38.25670542652765, -101.5391256395364 38.25548383547375, -101.5608087900861 38.25683410776161, -101.5635244096372 38.69329256833028, -101.478630021974 38.69466610063184, -101.1225100946246 38.69545352203124, -101.1165656847076 38.25670542652765))",2021-01-06,Wichita,Kansas,193.0,0.0,7.0,2.0,20,203,2234,89.52551477170994
Wilson,Kansas,20,205,"POLYGON ((-95.52619710977822 37.38295016062014, -95.95792637958695 37.38254790225393, -95.95910963565166 37.6000895893269, -95.95642048796464 37.72937066225417, -95.52385748394525 37.72936470478963, -95.52619710977822 37.38295016062014))",2021-01-06,Wilson,Kansas,717.0,7.0,10.0,7.857142857142857,20,205,9409,83.50667294231967
Woodson,Kansas,20,207,"POLYGON ((-95.52385748394525 37.72936470478963, -95.95642048796464 37.72937066225417, -95.95562887043803 38.03533961706769, -95.51249110784894 38.03534676602513, -95.51221551035916 37.81553471511992, -95.52333923633476 37.81517229406003, -95.52385748394525 37.72936470478963))",2021-01-06,Woodson,Kansas,131.0,0.0,7.0,2.4285714285714284,20,207,3309,73.39291110823295
Wyandotte,Kansas,20,209,"POLYGON ((-94.90498249539758 38.99223777606519, -94.90295928863748 39.19749656997617, -94.79004927644817 39.19688295112908, -94.73053094208966 39.17125642529366, -94.67551380891355 39.17492233814423, -94.64640682868874 39.15842782838029, -94.61265344055901 39.15164926982032, -94.60122432977094 39.14122764399117, -94.60813680177286 39.11280095441222, -94.60928136022011 39.04466766009983, -94.86872629871065 39.04482680210897, -94.88412292546687 39.03883390361106, -94.90498249539758 38.99223777606519))",2021-01-06,Wyandotte,Kansas,16285.0,201.0,256.0,101.28571428571429,20,209,157505,64.30634855129317
Adair,Kentucky,21,1,"POLYGON ((-85.45989544613353 36.94000474642947, -85.45251000325159 36.95926895916176, -85.50767933669556 37.00557804052514, -85.53619854828894 37.10952496961556, -85.40060608562932 37.15945877961815, -85.36468609715833 37.18183677774872, -85.36125278444482 37.19169793567522, -85.31969459973392 37.22112952001112, -85.3220444827667 37.24117587013079, -85.29489849265063 37.24023806160491, -85.28227162066682 37.25885798749876, -85.2000707322299 37.26912901898527, -85.19411217981013 37.30204628991854, -85.17961606267141 37.31242263901721, -85.06997151810785 37.25673044740324, -85.06625551075115 37.20258807723701, -85.05329274137564 37.18713488046974, -85.13989552265136 37.07092469194828, -85.2159167590282 36.9937661496897, -85.2421015769966 36.92888537199319, -85.45989544613353 36.94000474642947))",2021-01-06,Adair,Kentucky,1371.0,46.0,9.0,11.0,21,1,18656,58.96226415094339
Allen,Kentucky,21,3,"POLYGON ((-86.41544364366742 36.65093214531379, -86.42127278959667 36.72201433276693, -86.41234586571733 36.78530016769734, -86.27682857071892 36.87520685519605, -86.27185388061609 36.897305525946, -86.23964181807165 36.89644003585917, -86.23322521433519 36.91169140408881, -86.21788971634551 36.90673655493308, -86.20693342102537 36.93320702037491, -86.19751088790076 36.92478440881946, -86.17362254300048 36.93093054366601, -86.17446953904523 36.91190281637374, -86.1613237459984 36.90972114105701, -86.1474072642569 36.92476285833905, -86.14260834525987 36.90330536618519, -86.11225024567869 36.87432986461248, -86.09888309397137 36.88983310408184, -86.0896588667097 36.89002410557524, -86.08042733507848 36.81490192830277, -86.06152114006271 36.80075393430904, -86.04724617436833 36.77357484141179, -85.99765354576945 36.75217625045077, -85.98156305570906 36.72765962616023, -85.95823269211753 36.66208949211097, -85.9806106902481 36.63311264363323, -86.19899253523262 36.64329068686896, -86.41544364366742 36.65093214531379))",2021-01-06,Allen,Kentucky,1270.0,18.0,23.0,14.714285714285714,21,3,19956,73.73364258511583
Anderson,Kentucky,21,5,"POLYGON ((-85.15599254002072 37.88558760811355, -85.17665841464799 37.97116679337409, -85.17813788621019 37.99571843719528, -85.14421743005327 38.00586306682557, -85.13362790733233 38.01682697733951, -85.13937297530559 38.03835709875666, -85.11766723819476 38.03939918881392, -85.10887821666839 38.04951988497798, -85.06613055940804 38.07928715948941, -85.04587450653673 38.12392701109414, -85.0182939841379 38.12473624199414, -84.91149565710894 38.09991547618809, -84.87335550291991 38.11980915980355, -84.87243991832695 38.09708536970976, -84.85366354423401 38.09773405989155, -84.84299740333874 38.09052449172349, -84.85126019943253 38.0708714378712, -84.84085338955867 38.05958784462992, -84.85613542577966 38.04927288331796, -84.83775566341262 38.02543162828954, -84.84073113202561 38.00603417556782, -84.82328259907145 37.9677044703985, -84.88213012292333 37.94271347651887, -84.91496808187222 37.94077129127644, -84.93594933949156 37.95108594176415, -84.97373137235597 37.94477196182983, -85.02408023632252 37.88536759635807, -85.05867171020222 37.89253038547852, -85.10104554951401 37.88679899377168, -85.12295757030986 37.8717032448765, -85.13023588243826 37.87695586365089, -85.11483153688016 37.90045143032418, -85.11834079431549 37.91010640817373, -85.15599254002072 37.88558760811355))",2021-01-06,Anderson,Kentucky,1111.0,3.0,49.0,20.0,21,5,21421,93.36632276737781
Ballard,Kentucky,21,7,"POLYGON ((-89.1050338408038 36.9539220570356, -89.10721618957305 36.97750403284666, -89.12992987787915 36.98816566679051, -89.15031647692983 36.99849166236285, -89.17440395655768 37.02576255201798, -89.1696209932048 37.06428704037558, -89.14641972527954 37.09323689894877, -89.11689313233532 37.11218857791116, -89.06510406426848 37.18591157988254, -88.99324010205623 37.2200879997983, -88.93256778091528 37.21845948801464, -88.82218471796554 36.96354823183923, -88.99177119851808 36.92674767830593, -89.01414919664865 36.9372682498504, -89.04128016359326 36.92603775574953, -89.0521296389841 36.94059044289932, -89.1050338408038 36.9539220570356))",2021-01-06,Ballard,Kentucky,249.0,2.0,2.0,2.2857142857142856,21,7,8249,27.70898637064233
Barren,Kentucky,21,9,"POLYGON ((-85.74753146943166 36.84628859708691, -85.82994687839589 36.82024059358667, -85.98156305570906 36.72765962616023, -85.99765354576945 36.75217625045077, -86.04724617436833 36.77357484141179, -86.06152114006271 36.80075393430904, -86.08042733507848 36.81490192830277, -86.0896588667097 36.89002410557524, -86.09888309397137 36.88983310408184, -86.11225024567869 36.87432986461248, -86.14260834525987 36.90330536618519, -86.1474072642569 36.92476285833905, -86.1613237459984 36.90972114105701, -86.17446953904523 36.91190281637374, -86.17362254300048 36.93093054366601, -86.11870166172965 37.06278741704203, -86.08378910641352 37.05636024528154, -86.06202565960277 37.165530420256, -85.90746737547799 37.14697835765381, -85.75103088409949 37.16718825312598, -85.77966473803214 37.13767305707044, -85.77643004200583 37.10989811411161, -85.76547395390183 37.10955879765331, -85.74753146943166 36.84628859708691))",2021-01-06,Barren,Kentucky,2697.0,35.0,46.0,19.142857142857142,21,9,42173,45.39126252070553
Bath,Kentucky,21,11,"POLYGON ((-83.75630215137717 38.00487573363799, -83.80861122839185 38.04727542316546, -83.83918358948013 38.09137257565307, -83.8889216320177 38.13815509413283, -83.95603205557146 38.15755575870499, -83.98435316851804 38.15519805326227, -83.9803328642337 38.19315373326687, -83.85307903878162 38.29950778885365, -83.82787839395439 38.29880237324866, -83.81264199709216 38.28311279464945, -83.77698874762021 38.29598770437408, -83.74164062394053 38.28979302914257, -83.74422704421735 38.27175341209847, -83.71525703387282 38.26675644625868, -83.7154782371212 38.24906018638794, -83.70560537148179 38.24768696491062, -83.69699916641058 38.25999316989034, -83.69129212260226 38.25790660679002, -83.70384253182388 38.2031012485271, -83.68953694994219 38.21332467210138, -83.68151804726605 38.20341041503445, -83.65835428546535 38.19958453131011, -83.65051079126673 38.18013750212266, -83.63814314669624 38.18817505425299, -83.62798038565214 38.1831474722259, -83.60176479608432 38.18824789073244, -83.61970961173627 38.15459484702709, -83.60892872489364 38.13546061062974, -83.5848419187183 38.15065079828881, -83.57257342707929 38.1500558288959, -83.55706220978784 38.13885993989337, -83.55560485855048 38.12062590228927, -83.52823719894968 38.11838315001005, -83.53620248444501 38.09969893530325, -83.51892122673419 38.08160238561981, -83.50600425212953 38.08914406948469, -83.46648258781687 38.07812001448096, -83.49002762734781 38.0552090563927, -83.54088696831893 38.06359701104577, -83.5744269238062 38.061593956057, -83.58601616088015 38.01946862072238, -83.61312428224339 38.01714137605484, -83.63452551521041 38.02770396067528, -83.66371657339123 38.02864586172027, -83.69766080760223 38.01391325914153, -83.75630215137717 38.00487573363799))",2021-01-06,Bath,Kentucky,528.0,8.0,13.0,3.2857142857142856,21,11,11591,28.347116605247916
Bell,Kentucky,21,13,"POLYGON ((-83.67517676660295 36.59870388260062, -83.69560864238409 36.5842494159096, -83.93559986896608 36.59129082816565, -83.9348834191007 36.62444520618741, -83.96261018430286 36.64571268112462, -83.88709217236507 36.67991230925005, -83.88442203676051 36.6925049387638, -83.87844830575719 36.71085030324865, -83.84358838334515 36.72329415156115, -83.80203745119977 36.80082936099046, -83.74571490803395 36.81450132766582, -83.67289821773247 36.86959766921824, -83.65126832173537 36.87354974758263, -83.60223269016849 36.91067853150979, -83.57996943798527 36.91503872209685, -83.57175212583809 36.93870917920727, -83.59387794190469 36.95796986926487, -83.51263775937909 36.94182187672071, -83.49627239708546 36.92316019677108, -83.50017142811348 36.90336551067497, -83.49576202368895 36.85771465143665, -83.51294443929254 36.81586315225448, -83.4917192364515 36.77891371391185, -83.50071474887906 36.73846988589322, -83.49499957183656 36.72364590098891, -83.46544868279784 36.69762980877695, -83.46022129259066 36.66183254407538, -83.53089495338882 36.66148095005974, -83.64680260631998 36.61697698045045, -83.67517676660295 36.59870388260062))",2021-01-06,Bell,Kentucky,1946.0,28.0,30.0,22.714285714285715,21,13,28691,79.16867907805833
Boone,Kentucky,21,15,"POLYGON ((-84.61560486734311 38.79962600590936, -84.64422359449624 38.80483645619566, -84.6657772349473 38.78298613401077, -84.67774811237976 38.78073157041055, -84.76324534364991 38.83848794577982, -84.76274180838662 38.84618587062764, -84.77666564630171 38.85034749633154, -84.78744611871201 38.86664349301638, -84.78866688090129 38.88438528863777, -84.80322402319847 38.89719088455765, -84.85974352532222 38.90204254006682, -84.87525437998538 38.90943129840728, -84.87588017278173 38.92760415544082, -84.84631586649681 38.95463109987425, -84.83444440101603 38.98277550924233, -84.84422567711373 39.00583100060062, -84.8762931545841 39.0328954511586, -84.88999610007505 39.05064859186464, -84.88670794228005 39.06504498622745, -84.82786135090087 39.10368774320708, -84.81148060280753 39.10258550866003, -84.78992701416053 39.10703361070201, -84.74287558091206 39.14206376118764, -84.66748749350518 39.08962450062185, -84.62264845536883 39.07493458457161, -84.60493914088015 38.89677660765429, -84.61560486734311 38.79962600590936))",2021-01-06,Boone,Kentucky,8573.0,45.0,176.0,110.42857142857143,21,15,118811,92.94473695918006
Bourbon,Kentucky,21,17,"POLYGON ((-84.08584898948263 38.11432782619505, -84.29421291751731 38.06752541496414, -84.31751401182656 38.08575940076421, -84.38259521935163 38.1098295778429, -84.38036774926404 38.15875626551484, -84.36996109480229 38.1819227211256, -84.37893376164847 38.20453974309412, -84.41383958243945 38.20871654738158, -84.42542913033765 38.21918008267863, -84.4295265708367 38.25338981259174, -84.44490817442147 38.27717030148192, -84.43103743564679 38.28249948662659, -84.39778727195612 38.27931068897922, -84.37361654323689 38.28919464068307, -84.34931599359484 38.28409463660885, -84.2983118603335 38.30781845187988, -84.28240397951211 38.30850521803066, -84.20356014824266 38.36732000172962, -84.17592559423069 38.35114574453746, -84.13982211585203 38.29828194986851, -84.11564397915515 38.2836067979695, -84.1251884589886 38.27358188747434, -84.11031842029324 38.26021903550227, -84.09798149551813 38.2683022787954, -84.08665920465938 38.25463808272595, -84.06969105056289 38.2538903950248, -84.06538017742137 38.23281443962136, -84.03569335458319 38.2137908048482, -84.01712310876316 38.2188642334502, -83.99959780222255 38.20219042990577, -83.98430825441585 38.21830361013544, -83.9803328642337 38.19315373326687, -84.03833235596005 38.146721824526, -84.0710859261287 38.13183323998452, -84.08584898948263 38.11432782619505))",2021-01-06,Bourbon,Kentucky,1078.0,2.0,0.0,14.142857142857142,21,17,19985,70.76736123521212
Boyd,Kentucky,21,19,"POLYGON ((-82.79389939875746 38.24394536635845, -82.78227317359935 38.37098487849939, -82.81850642109681 38.3802275479991, -82.77591060147604 38.42107135500619, -82.77064637859681 38.43986622314121, -82.6697603429804 38.50214079141783, -82.61374334003916 38.47266885173521, -82.5866042916644 38.41251944056831, -82.59823916809709 38.36846393852841, -82.5722980363302 38.30781104390224, -82.58004963016286 38.29251046183514, -82.57457896818649 38.25597369447064, -82.58911321309823 38.24538810885669, -82.59569771372648 38.25884607304515, -82.62557527903788 38.27234221681068, -82.6984150221369 38.2664025728653, -82.73971382402235 38.24551347463212, -82.79389939875746 38.24394536635845))",2021-01-06,Boyd,Kentucky,3401.0,31.0,96.0,56.857142857142854,21,19,49542,114.76553804275736
Boyle,Kentucky,21,21,"POLYGON ((-84.86002098775742 37.55114259447149, -84.9029229174472 37.5341664107489, -84.99929423102692 37.53549984672393, -84.99847028777972 37.54908390194438, -85.05311256692649 37.5488229131937, -85.0424089717107 37.63011376006988, -85.03410089888644 37.68108561941465, -84.81115320127832 37.70811106153094, -84.80474421273566 37.71739626214702, -84.74439276581496 37.71369745373141, -84.74863484319212 37.70206252549468, -84.74125691189589 37.68997374206846, -84.7174446153255 37.69811842495236, -84.70957837915358 37.68464875305098, -84.69116789699116 37.68120046897008, -84.70302439110455 37.66895891543157, -84.69365511253248 37.66087183863953, -84.70210880651159 37.64713879500167, -84.66875177108757 37.64990492349131, -84.66969781645572 37.63541668056656, -84.6736041518533 37.62014257036362, -84.69504361620143 37.62144305896958, -84.70582434763193 37.60779771957048, -84.76624391686448 37.59064571293804, -84.76097171616318 37.5822725224362, -84.79437475357423 37.57812146475634, -84.86002098775742 37.55114259447149))",2021-01-06,Boyle,Kentucky,2521.0,5.0,73.0,51.285714285714285,21,21,28432,180.3802556475601
Bracken,Kentucky,21,23,"POLYGON ((-84.2184699724403 38.58033044127731, -84.20359221494307 38.58657122210391, -84.20734603924855 38.59989573908679, -84.21505194191843 38.59931967816829, -84.2406651541157 38.80059044171151, -84.2287020990932 38.81269046661428, -84.17675228309199 38.78849860184697, -84.08886709282007 38.7655047572956, -84.05380161197954 38.76373497589641, -83.9621628046183 38.77764741692283, -83.91253950802808 38.75796037962067, -83.99920994537931 38.59124467171743, -84.02474617677397 38.58102896694504, -84.0283169256041 38.58845227857981, -84.04224091893131 38.58362289880759, -84.0531514194806 38.5954520921922, -84.09171916421113 38.60032711132317, -84.14804833829399 38.5478566129216, -84.17663660467193 38.55181998456659, -84.21779843667711 38.54496501504846, -84.22683958846342 38.5503436730508, -84.20963479351479 38.56821901948586, -84.2184699724403 38.58033044127731))",2021-01-06,Bracken,Kentucky,300.0,3.0,7.0,3.5714285714285716,21,23,8488,42.076208428706074
