time[YYYY-MM-DD hh:mm:ss PST], water_salinity, water_electrical_conductivity, water_temperature
"2012/06/01 22:12:57", 22.527, 2.729, 12.651
"2012/06/01 22:15:36", 22.689, 2.747, 12.656
"2012/06/01 22:15:39", 22.730, 2.752, 12.655
"2012/06/01 22:15:42", 22.763, 2.755, 12.653
"2012/06/01 22:15:45", 22.793, 2.759, 12.652
"2012/06/01 22:15:48", 22.823, 2.762, 12.651
"2012/06/01 22:15:51", 22.832, 2.763, 12.650
"2012/06/01 22:15:54", 22.839, 2.763, 12.647
"2012/06/01 22:15:57", 22.856, 2.765, 12.646
"2012/06/01 22:16:00", 22.863, 2.766, 12.644
"2012/06/01 22:18:33", 22.793, 2.766, 12.767
"2012/06/01 22:18:36", 22.801, 2.767, 12.768
"2012/06/01 22:18:39", 22.821, 2.768, 12.744
"2012/06/01 22:18:42", 22.886, 2.773, 12.723
"2012/06/01 22:18:45", 22.941, 2.779, 12.707
"2012/06/01 22:18:48", 22.973, 2.781, 12.692
"2012/06/01 22:18:51", 22.991, 2.782, 12.678
"2012/06/01 22:18:54", 22.989, 2.781, 12.667
"2012/06/01 22:18:57", 22.976, 2.779, 12.659
"2012/06/01 22:19:00", 22.976, 2.779, 12.653
"2012/06/01 22:21:33", 22.763, 2.764, 12.778
"2012/06/01 22:21:36", 22.771, 2.764, 12.769
"2012/06/01 22:21:39", 22.756, 2.760, 12.740
"2012/06/01 22:21:42", 22.682, 2.751, 12.721
"2012/06/01 22:21:45", 22.605, 2.742, 12.709
"2012/06/01 22:21:48", 22.554, 2.735, 12.696
"2012/06/01 22:21:51", 22.513, 2.730, 12.685
"2012/06/01 22:21:54", 22.503, 2.728, 12.676
"2012/06/01 22:21:57", 22.507, 2.728, 12.670
"2012/06/01 22:22:00", 22.492, 2.726, 12.665
"2012/06/01 22:24:33", 22.436, 2.720, 12.664
"2012/06/01 22:24:36", 22.449, 2.721, 12.663
"2012/06/01 22:24:39", 22.451, 2.721, 12.661
"2012/06/01 22:24:42", 22.436, 2.720, 12.660
"2012/06/01 22:24:45", 22.426, 2.719, 12.660
"2012/06/01 22:24:48", 22.425, 2.718, 12.660
"2012/06/01 22:24:51", 22.419, 2.718, 12.661
"2012/06/01 22:24:54", 22.400, 2.716, 12.661
"2012/06/01 22:24:57", 22.387, 2.714, 12.662
"2012/06/01 22:25:00", 22.378, 2.714, 12.663
"2012/06/01 22:27:36", 22.414, 2.718, 12.674
"2012/06/01 22:27:39", 22.430, 2.720, 12.670
"2012/06/01 22:27:42", 22.446, 2.721, 12.668
"2012/06/01 22:27:45", 22.456, 2.722, 12.667
"2012/06/01 22:27:48", 22.455, 2.722, 12.667
"2012/06/01 22:27:51", 22.455, 2.722, 12.666
"2012/06/01 22:27:54", 22.458, 2.723, 12.665
"2012/06/01 22:27:57", 22.454, 2.722, 12.665
"2012/06/01 22:28:00", 22.440, 2.720, 12.664
"2012/06/01 22:30:36", 22.358, 2.713, 12.682
"2012/06/01 22:30:39", 22.338, 2.710, 12.683
"2012/06/01 22:30:42", 22.333, 2.710, 12.683
"2012/06/01 22:30:45", 22.340, 2.711, 12.683
"2012/06/01 22:30:48", 22.356, 2.712, 12.681
"2012/06/01 22:30:51", 22.381, 2.715, 12.678
"2012/06/01 22:30:54", 22.387, 2.715, 12.675
"2012/06/01 22:30:57", 22.380, 2.714, 12.674
"2012/06/01 22:31:00", 22.384, 2.715, 12.673
"2012/06/01 22:33:33", 22.524, 2.731, 12.680
"2012/06/01 22:33:36", 22.513, 2.729, 12.678
"2012/06/01 22:33:39", 22.517, 2.730, 12.674
"2012/06/01 22:33:42", 22.534, 2.731, 12.670
"2012/06/01 22:33:46", 22.570, 2.735, 12.667
"2012/06/01 22:33:48", 22.605, 2.739, 12.665
"2012/06/01 22:33:52", 22.599, 2.738, 12.663
"2012/06/01 22:33:54", 22.577, 2.735, 12.664
"2012/06/01 22:33:57", 22.572, 2.735, 12.665
"2012/06/01 22:34:00", 22.587, 2.737, 12.664
"2012/06/01 22:36:36", 22.378, 2.715, 12.683
"2012/06/01 22:36:39", 22.383, 2.715, 12.678
"2012/06/01 22:36:42", 22.388, 2.715, 12.675
"2012/06/01 22:36:45", 22.382, 2.715, 12.673
"2012/06/01 22:36:48", 22.370, 2.713, 12.671
"2012/06/01 22:36:51", 22.372, 2.713, 12.670
"2012/06/01 22:36:54", 22.387, 2.715, 12.668
"2012/06/01 22:36:57", 22.396, 2.716, 12.666
"2012/06/01 22:37:00", 22.399, 2.716, 12.664
"2012/06/01 22:42:36", 21.958, 2.673, 12.750
"2012/06/01 22:42:39", 21.973, 2.674, 12.745
"2012/06/01 22:42:42", 21.983, 2.675, 12.740
"2012/06/01 22:42:45", 21.980, 2.674, 12.735
"2012/06/01 22:42:48", 21.965, 2.672, 12.731
"2012/06/01 22:42:51", 21.940, 2.669, 12.728
"2012/06/01 22:42:54", 21.900, 2.665, 12.725
"2012/06/01 22:42:57", 21.853, 2.659, 12.725
"2012/06/01 22:43:00", 21.784, 2.652, 12.728
"2012/06/01 22:45:33", 21.708, 2.645, 12.748
"2012/06/01 22:45:36", 21.693, 2.643, 12.745
"2012/06/01 22:45:39", 21.675, 2.641, 12.743
"2012/06/01 22:45:42", 21.654, 2.639, 12.741
"2012/06/01 22:45:45", 21.649, 2.638, 12.739
"2012/06/01 22:45:48", 21.660, 2.639, 12.738
"2012/06/01 22:45:51", 21.668, 2.640, 12.737
"2012/06/01 22:45:54", 21.682, 2.641, 12.735
"2012/06/01 22:45:57", 21.695, 2.643, 12.733
"2012/06/01 22:46:00", 21.702, 2.643, 12.732
"2012/06/01 22:48:33", 21.531, 2.626, 12.759
"2012/06/01 22:48:36", 21.548, 2.627, 12.750
"2012/06/01 22:48:39", 21.563, 2.628, 12.742
"2012/06/01 22:48:42", 21.580, 2.630, 12.736
"2012/06/01 22:48:45", 21.588, 2.631, 12.732
"2012/06/01 22:48:48", 21.586, 2.630, 12.729
"2012/06/01 22:48:51", 21.573, 2.629, 12.727
"2012/06/01 22:48:54", 21.561, 2.627, 12.726
"2012/06/01 22:48:57", 21.544, 2.625, 12.725
"2012/06/01 22:49:00", 21.498, 2.620, 12.725
"2012/06/01 22:51:36", 21.824, 2.658, 12.750
"2012/06/01 22:51:39", 21.877, 2.663, 12.742
"2012/06/01 22:51:42", 21.908, 2.666, 12.735
"2012/06/01 22:51:45", 21.914, 2.667, 12.731
"2012/06/01 22:51:48", 21.914, 2.667, 12.729
"2012/06/01 22:51:51", 21.898, 2.665, 12.728
"2012/06/01 22:51:54", 21.867, 2.661, 12.725
"2012/06/01 22:51:57", 21.818, 2.656, 12.724
"2012/06/01 22:52:00", 21.762, 2.649, 12.723
"2012/06/01 22:54:36", 22.099, 2.688, 12.739
"2012/06/01 22:54:39", 22.065, 2.683, 12.730
"2012/06/01 22:54:42", 22.006, 2.676, 12.724
"2012/06/01 22:54:45", 21.954, 2.670, 12.722
"2012/06/01 22:54:48", 21.888, 2.663, 12.721
"2012/06/01 22:54:51", 21.775, 2.651, 12.721
"2012/06/01 22:54:54", 21.652, 2.637, 12.722
"2012/06/01 22:54:57", 21.563, 2.627, 12.725
"2012/06/01 22:55:00", 21.531, 2.624, 12.727
"2012/06/01 22:57:33", 22.089, 2.688, 12.760
"2012/06/01 22:57:36", 22.072, 2.685, 12.749
"2012/06/01 22:57:39", 22.010, 2.678, 12.742
"2012/06/01 22:57:42", 21.963, 2.673, 12.738
"2012/06/01 22:57:45", 21.954, 2.671, 12.736
"2012/06/01 22:57:48", 21.948, 2.671, 12.734
"2012/06/01 22:57:51", 21.916, 2.667, 12.731
"2012/06/01 22:57:54", 21.903, 2.665, 12.729
"2012/06/01 22:57:57", 21.924, 2.668, 12.728
"2012/06/01 22:58:00", 21.972, 2.673, 12.727
"2012/06/01 23:00:33", 21.975, 2.676, 12.778
"2012/06/01 23:00:36", 22.001, 2.679, 12.770
"2012/06/01 23:00:39", 21.997, 2.678, 12.763
"2012/06/01 23:00:42", 21.982, 2.676, 12.757
"2012/06/01 23:00:45", 21.968, 2.674, 12.753
"2012/06/01 23:00:48", 21.947, 2.672, 12.750
"2012/06/01 23:00:51", 21.940, 2.671, 12.748
"2012/06/01 23:00:54", 21.948, 2.671, 12.746
"2012/06/01 23:00:57", 21.969, 2.673, 12.743
"2012/06/01 23:01:01", 21.999, 2.677, 12.740
"2012/06/01 23:01:03", 22.021, 2.679, 12.737
"2012/06/01 23:01:06", 22.046, 2.681, 12.733
"2012/06/01 23:01:09", 22.095, 2.687, 12.729
"2012/06/01 23:01:12", 22.146, 2.692, 12.725
"2012/06/01 23:01:15", 22.167, 2.694, 12.722
"2012/06/01 23:01:18", 22.148, 2.692, 12.720
"2012/06/01 23:01:21", 22.135, 2.690, 12.720
"2012/06/01 23:01:25", 22.134, 2.690, 12.720
"2012/06/01 23:01:27", 22.139, 2.691, 12.719
"2012/06/01 23:01:30", 22.161, 2.693, 12.718
"2012/06/01 23:01:33", 22.183, 2.695, 12.716
"2012/06/01 23:01:36", 22.188, 2.696, 12.714
"2012/06/01 23:01:39", 22.212, 2.698, 12.714
"2012/06/01 23:01:42", 22.247, 2.702, 12.714
"2012/06/01 23:01:45", 22.265, 2.704, 12.713
"2012/06/01 23:01:48", 22.291, 2.707, 12.712
"2012/06/01 23:01:51", 22.341, 2.712, 12.709
"2012/06/01 23:01:54", 22.398, 2.718, 12.703
"2012/06/01 23:01:57", 22.425, 2.721, 12.698
"2012/06/01 23:02:00", 22.412, 2.719, 12.695
"2012/06/01 23:03:36", 23.420, 2.829, 12.680
"2012/06/01 23:03:39", 23.419, 2.829, 12.674
"2012/06/01 23:03:42", 23.399, 2.826, 12.669
"2012/06/01 23:03:45", 23.352, 2.821, 12.666
"2012/06/01 23:03:48", 23.333, 2.819, 12.665
"2012/06/01 23:03:51", 23.375, 2.823, 12.663
"2012/06/01 23:03:54", 23.426, 2.829, 12.661
"2012/06/01 23:03:57", 23.464, 2.833, 12.658
"2012/06/01 23:04:00", 23.501, 2.836, 12.655
"2012/06/01 23:06:36", 24.598, 2.955, 12.627
"2012/06/01 23:06:39", 24.625, 2.957, 12.618
"2012/06/01 23:06:42", 24.641, 2.958, 12.610
"2012/06/01 23:06:45", 24.647, 2.958, 12.604
"2012/06/01 23:06:48", 24.648, 2.958, 12.599
"2012/06/01 23:06:51", 24.647, 2.958, 12.595
"2012/06/01 23:06:54", 24.652, 2.958, 12.593
"2012/06/01 23:06:57", 24.663, 2.959, 12.590
"2012/06/01 23:09:33", 24.569, 2.950, 12.615
"2012/06/01 23:09:36", 24.535, 2.946, 12.607
"2012/06/01 23:09:39", 24.504, 2.942, 12.601
"2012/06/01 23:09:42", 24.486, 2.940, 12.597
"2012/06/01 23:09:45", 24.467, 2.938, 12.593
"2012/06/01 23:09:48", 24.457, 2.937, 12.591
"2012/06/01 23:09:51", 24.465, 2.937, 12.589
"2012/06/01 23:09:54", 24.465, 2.937, 12.588
"2012/06/01 23:09:57", 24.446, 2.935, 12.586
"2012/06/01 23:10:00", 24.421, 2.932, 12.584
"2012/06/01 23:12:33", 24.557, 2.950, 12.622
"2012/06/01 23:12:36", 24.595, 2.953, 12.611
"2012/06/01 23:12:39", 24.639, 2.957, 12.603
"2012/06/01 23:12:42", 24.646, 2.958, 12.596
"2012/06/01 23:12:45", 24.631, 2.955, 12.591
"2012/06/01 23:12:48", 24.622, 2.954, 12.588
"2012/06/01 23:12:51", 24.636, 2.956, 12.586
"2012/06/01 23:12:54", 24.657, 2.958, 12.583
"2012/06/01 23:12:57", 24.675, 2.959, 12.580
"2012/06/01 23:13:00", 24.689, 2.961, 12.577
"2012/06/01 23:15:33", 24.677, 2.962, 12.612
"2012/06/01 23:15:36", 24.673, 2.961, 12.603
"2012/06/01 23:15:39", 24.688, 2.962, 12.596
"2012/06/01 23:15:42", 24.703, 2.963, 12.591
"2012/06/01 23:15:45", 24.706, 2.963, 12.587
"2012/06/01 23:15:48", 24.706, 2.963, 12.584
"2012/06/01 23:15:51", 24.711, 2.963, 12.581
"2012/06/01 23:15:54", 24.727, 2.965, 12.578
"2012/06/01 23:15:57", 24.754, 2.968, 12.575
"2012/06/01 23:16:00", 24.783, 2.971, 12.571
"2012/06/01 23:18:36", 25.076, 3.003, 12.580
"2012/06/01 23:18:39", 25.079, 3.003, 12.572
"2012/06/01 23:18:42", 25.072, 3.002, 12.566
"2012/06/01 23:18:45", 25.066, 3.001, 12.564
"2012/06/01 23:18:48", 25.066, 3.001, 12.561
"2012/06/01 23:18:51", 25.069, 3.001, 12.559
"2012/06/01 23:18:54", 25.073, 3.001, 12.556
"2012/06/01 23:18:57", 25.075, 3.001, 12.553
"2012/06/01 23:19:00", 25.067, 3.000, 12.549
"2012/06/01 23:21:36", 24.868, 3.000, 12.853
"2012/06/01 23:21:39", 24.883, 3.003, 12.873
"2012/06/01 23:21:42", 24.844, 2.997, 12.847
"2012/06/01 23:21:45", 24.796, 2.988, 12.801
"2012/06/01 23:21:48", 24.778, 2.983, 12.753
"2012/06/01 23:21:51", 24.777, 2.980, 12.712
"2012/06/01 23:21:54", 24.784, 2.978, 12.680
"2012/06/01 23:21:57", 24.794, 2.978, 12.656
"2012/06/01 23:22:00", 24.807, 2.978, 12.640
"2012/06/01 23:24:33", 24.843, 2.997, 12.849
"2012/06/01 23:24:36", 24.831, 2.999, 12.900
"2012/06/01 23:24:39", 24.846, 3.001, 12.900
"2012/06/01 23:24:42", 24.973, 3.012, 12.856
"2012/06/01 23:24:45", 25.090, 3.020, 12.797
"2012/06/01 23:24:48", 25.130, 3.020, 12.739
"2012/06/01 23:24:51", 25.135, 3.018, 12.695
"2012/06/01 23:24:55", 25.124, 3.014, 12.664
"2012/06/01 23:24:57", 25.116, 3.012, 12.642
"2012/06/01 23:25:00", 25.113, 3.010, 12.626
"2012/06/01 23:27:33", 25.384, 3.037, 12.584
"2012/06/01 23:27:36", 25.416, 3.039, 12.571
"2012/06/01 23:27:39", 25.437, 3.041, 12.561
"2012/06/01 23:27:42", 25.456, 3.042, 12.552
"2012/06/01 23:27:45", 25.470, 3.043, 12.545
"2012/06/01 23:27:48", 25.477, 3.043, 12.539
"2012/06/01 23:27:51", 25.481, 3.044, 12.534
"2012/06/01 23:27:54", 25.481, 3.043, 12.530
"2012/06/01 23:27:57", 25.482, 3.043, 12.526
"2012/06/01 23:28:00", 25.492, 3.044, 12.522
"2012/06/01 23:30:36", 25.421, 3.039, 12.567
"2012/06/01 23:30:39", 25.444, 3.041, 12.555
"2012/06/01 23:30:42", 25.471, 3.044, 12.547
"2012/06/01 23:30:45", 25.495, 3.046, 12.540
"2012/06/01 23:30:48", 25.514, 3.047, 12.535
"2012/06/01 23:30:51", 25.527, 3.048, 12.529
"2012/06/01 23:30:54", 25.528, 3.048, 12.524
"2012/06/01 23:30:57", 25.526, 3.047, 12.519
"2012/06/01 23:31:00", 25.525, 3.047, 12.515
"2012/06/01 23:33:36", 25.298, 3.028, 12.595
"2012/06/01 23:33:39", 25.329, 3.031, 12.582
"2012/06/01 23:33:42", 25.344, 3.032, 12.571
"2012/06/01 23:33:45", 25.342, 3.031, 12.564
"2012/06/01 23:33:48", 25.343, 3.030, 12.559
"2012/06/01 23:33:51", 25.337, 3.029, 12.554
"2012/06/01 23:33:54", 25.340, 3.030, 12.550
"2012/06/01 23:33:57", 25.341, 3.029, 12.546
"2012/06/01 23:34:00", 25.331, 3.028, 12.541
"2012/06/01 23:36:33", 25.272, 3.027, 12.611
"2012/06/01 23:36:36", 25.286, 3.027, 12.595
"2012/06/01 23:36:39", 25.290, 3.027, 12.585
"2012/06/01 23:36:42", 25.296, 3.027, 12.576
"2012/06/01 23:36:45", 25.295, 3.026, 12.569
"2012/06/01 23:36:48", 25.298, 3.026, 12.563
"2012/06/01 23:36:51", 25.314, 3.027, 12.557
"2012/06/01 23:36:54", 25.330, 3.029, 12.552
"2012/06/01 23:36:57", 25.337, 3.029, 12.547
"2012/06/01 23:37:00", 25.340, 3.029, 12.543
"2012/06/01 23:42:33", 25.233, 3.025, 12.644
"2012/06/01 23:42:36", 25.263, 3.027, 12.625
"2012/06/01 23:42:39", 25.284, 3.028, 12.610
"2012/06/01 23:42:42", 25.305, 3.029, 12.599
"2012/06/01 23:42:45", 25.319, 3.030, 12.590
"2012/06/01 23:42:48", 25.327, 3.030, 12.583
"2012/06/01 23:42:51", 25.323, 3.030, 12.576
"2012/06/01 23:42:54", 25.312, 3.028, 12.571
"2012/06/01 23:42:57", 25.309, 3.027, 12.566
"2012/06/01 23:43:00", 25.313, 3.027, 12.561
"2012/06/01 23:45:36", 25.084, 3.008, 12.634
"2012/06/01 23:45:39", 25.126, 3.011, 12.619
"2012/06/01 23:45:42", 25.157, 3.014, 12.608
"2012/06/01 23:45:46", 25.180, 3.016, 12.599
"2012/06/01 23:45:48", 25.211, 3.018, 12.591
"2012/06/01 23:45:51", 25.232, 3.020, 12.583
"2012/06/01 23:45:54", 25.240, 3.021, 12.576
"2012/06/01 23:45:57", 25.251, 3.021, 12.570
"2012/06/01 23:48:33", 24.969, 2.997, 12.662
"2012/06/01 23:48:36", 25.034, 3.003, 12.643
"2012/06/01 23:48:39", 25.086, 3.008, 12.629
"2012/06/01 23:48:42", 25.122, 3.011, 12.616
"2012/06/01 23:48:45", 25.147, 3.013, 12.606
"2012/06/01 23:48:48", 25.168, 3.014, 12.597
"2012/06/01 23:48:51", 25.195, 3.017, 12.591
"2012/06/01 23:48:54", 25.225, 3.020, 12.584
"2012/06/01 23:48:57", 25.254, 3.022, 12.577
"2012/06/01 23:49:00", 25.281, 3.025, 12.570
"2012/06/01 23:51:33", 24.874, 2.988, 12.676
"2012/06/01 23:51:36", 24.919, 2.992, 12.657
"2012/06/01 23:51:39", 24.866, 2.985, 12.642
"2012/06/01 23:51:42", 24.733, 2.970, 12.634
"2012/06/01 23:51:45", 24.669, 2.962, 12.630
"2012/06/01 23:51:48", 24.695, 2.965, 12.627
"2012/06/01 23:51:51", 24.744, 2.970, 12.623
"2012/06/01 23:51:54", 24.781, 2.974, 12.617
"2012/06/01 23:51:57", 24.799, 2.975, 12.611
"2012/06/01 23:52:00", 24.817, 2.977, 12.605
"2012/06/01 23:54:33", 24.418, 2.940, 12.708
"2012/06/01 23:54:36", 24.435, 2.941, 12.690
"2012/06/01 23:54:39", 24.431, 2.940, 12.676
"2012/06/01 23:54:42", 24.407, 2.936, 12.666
"2012/06/01 23:54:45", 24.389, 2.934, 12.659
"2012/06/01 23:54:48", 24.389, 2.933, 12.653
"2012/06/01 23:54:51", 24.405, 2.935, 12.648
"2012/06/01 23:54:54", 24.437, 2.938, 12.643
"2012/06/01 23:54:57", 24.469, 2.941, 12.637
"2012/06/01 23:55:00", 24.471, 2.941, 12.632
"2012/06/01 23:57:36", 24.371, 2.935, 12.695
"2012/06/01 23:57:39", 24.329, 2.929, 12.684
"2012/06/01 23:57:42", 24.329, 2.929, 12.675
"2012/06/01 23:57:45", 24.402, 2.936, 12.669
"2012/06/01 23:57:48", 24.494, 2.946, 12.661
"2012/06/01 23:57:51", 24.562, 2.952, 12.652
"2012/06/01 23:57:54", 24.581, 2.954, 12.643
"2012/06/01 23:57:57", 24.597, 2.955, 12.636
"2012/06/01 23:58:00", 24.596, 2.954, 12.630
"2012/06/02 00:00:36", 24.593, 2.958, 12.689
"2012/06/02 00:00:39", 24.649, 2.963, 12.673
"2012/06/02 00:00:42", 24.678, 2.965, 12.660
"2012/06/02 00:00:45", 24.683, 2.965, 12.650
"2012/06/02 00:00:48", 24.694, 2.966, 12.642
"2012/06/02 00:00:51", 24.708, 2.967, 12.635
"2012/06/02 00:00:54", 24.743, 2.970, 12.628
"2012/06/02 00:00:57", 24.779, 2.974, 12.622
"2012/06/02 00:01:00", 24.798, 2.975, 12.615
"2012/06/02 00:01:04", 24.801, 2.975, 12.610
"2012/06/02 00:01:06", 24.800, 2.975, 12.605
"2012/06/02 00:01:09", 24.791, 2.974, 12.601
"2012/06/02 00:01:13", 24.796, 2.974, 12.597
"2012/06/02 00:01:15", 24.798, 2.974, 12.594
"2012/06/02 00:01:18", 24.789, 2.973, 12.591
"2012/06/02 00:01:22", 24.793, 2.973, 12.588
"2012/06/02 00:01:24", 24.793, 2.973, 12.586
"2012/06/02 00:01:27", 24.740, 2.967, 12.583
"2012/06/02 00:01:30", 24.668, 2.959, 12.583
"2012/06/02 00:01:33", 24.642, 2.956, 12.584
"2012/06/02 00:01:36", 24.636, 2.956, 12.585
"2012/06/02 00:01:39", 24.635, 2.955, 12.585
"2012/06/02 00:01:42", 24.636, 2.956, 12.585
"2012/06/02 00:01:45", 24.643, 2.956, 12.584
"2012/06/02 00:01:48", 24.656, 2.958, 12.582
"2012/06/02 00:01:51", 24.681, 2.960, 12.580
"2012/06/02 00:01:54", 24.720, 2.964, 12.578
"2012/06/02 00:01:57", 24.762, 2.969, 12.576
"2012/06/02 00:02:00", 24.803, 2.973, 12.573
"2012/06/02 00:03:33", 24.707, 2.969, 12.667
"2012/06/02 00:03:36", 24.751, 2.973, 12.651
"2012/06/02 00:03:39", 24.779, 2.975, 12.639
"2012/06/02 00:03:42", 24.812, 2.978, 12.629
"2012/06/02 00:03:45", 24.844, 2.981, 12.620
"2012/06/02 00:03:48", 24.866, 2.983, 12.614
"2012/06/02 00:03:51", 24.875, 2.983, 12.608
"2012/06/02 00:03:54", 24.874, 2.983, 12.603
"2012/06/02 00:03:57", 24.867, 2.982, 12.598
"2012/06/02 00:04:00", 24.861, 2.981, 12.594
"2012/06/02 00:06:33", 24.791, 2.979, 12.672
"2012/06/02 00:06:36", 24.794, 2.978, 12.656
"2012/06/02 00:06:39", 24.837, 2.982, 12.645
"2012/06/02 00:06:42", 24.874, 2.985, 12.634
"2012/06/02 00:06:45", 24.892, 2.986, 12.624
"2012/06/02 00:06:48", 24.902, 2.987, 12.617
"2012/06/02 00:06:51", 24.908, 2.987, 12.611
"2012/06/02 00:06:54", 24.917, 2.988, 12.605
"2012/06/02 00:06:57", 24.936, 2.989, 12.600
"2012/06/02 00:07:00", 24.945, 2.990, 12.595
"2012/06/02 00:09:36", 24.779, 2.976, 12.655
"2012/06/02 00:09:39", 24.762, 2.973, 12.643
"2012/06/02 00:09:42", 24.733, 2.970, 12.634
"2012/06/02 00:09:45", 24.686, 2.964, 12.628
"2012/06/02 00:09:48", 24.637, 2.958, 12.624
"2012/06/02 00:09:51", 24.615, 2.956, 12.621
"2012/06/02 00:09:54", 24.659, 2.960, 12.618
"2012/06/02 00:09:57", 24.728, 2.968, 12.613
"2012/06/02 00:10:00", 24.792, 2.974, 12.608
"2012/06/02 00:12:36", 24.509, 2.948, 12.679
"2012/06/02 00:12:39", 24.608, 2.958, 12.664
"2012/06/02 00:12:42", 24.662, 2.963, 12.651
"2012/06/02 00:12:45", 24.655, 2.962, 12.640
"2012/06/02 00:12:48", 24.649, 2.960, 12.633
"2012/06/02 00:12:51", 24.696, 2.965, 12.627
"2012/06/02 00:12:54", 24.736, 2.969, 12.621
"2012/06/02 00:12:57", 24.744, 2.969, 12.613
"2012/06/02 00:13:00", 24.745, 2.969, 12.608
"2012/06/02 00:15:36", 24.511, 2.948, 12.677
"2012/06/02 00:15:39", 24.489, 2.945, 12.665
"2012/06/02 00:15:42", 24.473, 2.943, 12.656
"2012/06/02 00:15:45", 24.480, 2.943, 12.648
"2012/06/02 00:15:48", 24.488, 2.944, 12.642
"2012/06/02 00:15:51", 24.497, 2.944, 12.638
"2012/06/02 00:15:54", 24.531, 2.948, 12.633
"2012/06/02 00:15:57", 24.565, 2.951, 12.628
"2012/06/02 00:16:00", 24.585, 2.953, 12.623
"2012/06/02 00:18:33", 23.926, 2.888, 12.731
"2012/06/02 00:18:36", 23.958, 2.891, 12.717
"2012/06/02 00:18:39", 24.001, 2.895, 12.706
"2012/06/02 00:18:42", 24.044, 2.899, 12.696
"2012/06/02 00:18:45", 24.053, 2.899, 12.688
"2012/06/02 00:18:48", 24.073, 2.901, 12.682
"2012/06/02 00:18:51", 24.133, 2.907, 12.676
"2012/06/02 00:18:54", 24.208, 2.915, 12.669
"2012/06/02 00:18:57", 24.244, 2.918, 12.662
"2012/06/02 00:19:00", 24.257, 2.919, 12.656
"2012/06/02 00:21:36", 24.094, 2.922, 12.948
"2012/06/02 00:21:39", 24.072, 2.922, 12.992
"2012/06/02 00:21:42", 23.934, 2.905, 12.963
"2012/06/02 00:21:45", 23.699, 2.876, 12.909
"2012/06/02 00:21:48", 23.570, 2.858, 12.855
"2012/06/02 00:21:51", 23.516, 2.849, 12.811
"2012/06/02 00:21:54", 23.412, 2.835, 12.777
"2012/06/02 00:21:57", 23.324, 2.824, 12.754
"2012/06/02 00:22:00", 23.312, 2.821, 12.738
"2012/06/02 00:24:36", 22.728, 2.761, 12.790
"2012/06/02 00:24:39", 22.804, 2.768, 12.777
"2012/06/02 00:24:42", 22.868, 2.774, 12.766
"2012/06/02 00:24:45", 22.871, 2.774, 12.756
"2012/06/02 00:24:48", 22.890, 2.776, 12.749
"2012/06/02 00:24:51", 22.915, 2.778, 12.744
"2012/06/02 00:24:54", 22.839, 2.769, 12.738
"2012/06/02 00:24:57", 22.725, 2.757, 12.735
"2012/06/02 00:25:00", 22.702, 2.754, 12.734
"2012/06/02 00:27:36", 22.219, 2.707, 12.825
"2012/06/02 00:27:39", 22.335, 2.718, 12.812
"2012/06/02 00:27:42", 22.495, 2.735, 12.800
"2012/06/02 00:27:45", 22.626, 2.749, 12.788
"2012/06/02 00:27:48", 22.618, 2.748, 12.777
"2012/06/02 00:27:51", 22.561, 2.741, 12.770
"2012/06/02 00:27:54", 22.561, 2.740, 12.765
"2012/06/02 00:27:57", 22.647, 2.750, 12.760
"2012/06/02 00:28:00", 22.646, 2.749, 12.755
"2012/06/02 00:30:39", 21.892, 2.670, 12.825
"2012/06/02 00:30:42", 21.751, 2.654, 12.817
"2012/06/02 00:30:45", 21.807, 2.660, 12.812
"2012/06/02 00:30:48", 21.989, 2.680, 12.807
"2012/06/02 00:30:51", 22.224, 2.705, 12.799
"2012/06/02 00:30:54", 22.357, 2.719, 12.788
"2012/06/02 00:30:57", 22.405, 2.724, 12.778
"2012/06/02 00:31:00", 22.404, 2.723, 12.771
"2012/06/02 00:33:36", 22.142, 2.698, 12.819
"2012/06/02 00:33:39", 21.971, 2.678, 12.811
"2012/06/02 00:33:42", 21.810, 2.660, 12.807
"2012/06/02 00:33:45", 21.829, 2.662, 12.806
"2012/06/02 00:33:48", 22.046, 2.686, 12.803
"2012/06/02 00:33:51", 22.120, 2.694, 12.796
"2012/06/02 00:33:54", 22.106, 2.692, 12.789
"2012/06/02 00:33:57", 22.153, 2.697, 12.785
"2012/06/02 00:34:00", 22.252, 2.707, 12.779
"2012/06/02 00:36:36", 21.328, 2.610, 12.858
"2012/06/02 00:36:39", 21.292, 2.605, 12.851
"2012/06/02 00:36:42", 21.348, 2.611, 12.844
"2012/06/02 00:36:45", 21.467, 2.624, 12.838
"2012/06/02 00:36:48", 21.560, 2.634, 12.830
"2012/06/02 00:36:51", 21.711, 2.650, 12.824
"2012/06/02 00:36:54", 21.879, 2.668, 12.815
"2012/06/02 00:36:57", 21.902, 2.670, 12.806
"2012/06/02 00:37:00", 21.638, 2.640, 12.800
"2012/06/02 00:42:39", 21.514, 2.630, 12.855
"2012/06/02 00:42:42", 21.694, 2.649, 12.842
"2012/06/02 00:42:45", 21.745, 2.654, 12.830
"2012/06/02 00:42:48", 21.553, 2.632, 12.821
"2012/06/02 00:42:51", 21.396, 2.615, 12.816
"2012/06/02 00:42:54", 21.361, 2.611, 12.814
"2012/06/02 00:42:57", 21.384, 2.613, 12.812
"2012/06/02 00:43:00", 21.381, 2.612, 12.808
