time[YYYY-MM-DD hh:mm:ss PST], water_salinity, water_electrical_conductivity, water_temperature
"2012/06/07 23:31:00", 4.956, 0.699, 14.073
"2012/06/07 23:33:36", 5.154, 0.725, 14.092
"2012/06/07 23:33:39", 5.168, 0.727, 14.085
"2012/06/07 23:33:42", 5.168, 0.727, 14.080
"2012/06/07 23:33:45", 5.226, 0.734, 14.076
"2012/06/07 23:33:48", 5.099, 0.717, 14.072
"2012/06/07 23:33:51", 4.983, 0.702, 14.073
"2012/06/07 23:33:54", 4.944, 0.697, 14.077
"2012/06/07 23:33:57", 4.964, 0.700, 14.079
"2012/06/07 23:34:00", 5.041, 0.710, 14.081
"2012/06/07 23:34:03", 5.111, 0.719, 14.079
"2012/06/07 23:36:39", 4.960, 0.700, 14.120
"2012/06/07 23:36:42", 5.117, 0.720, 14.112
"2012/06/07 23:36:45", 5.136, 0.723, 14.103
"2012/06/07 23:36:48", 5.015, 0.707, 14.096
"2012/06/07 23:36:51", 4.973, 0.701, 14.095
"2012/06/07 23:36:54", 4.961, 0.700, 14.096
"2012/06/07 23:36:57", 4.831, 0.683, 14.096
"2012/06/07 23:37:00", 4.728, 0.669, 14.101
"2012/06/07 23:42:36", 6.636, 0.916, 14.020
"2012/06/07 23:42:39", 6.591, 0.910, 14.003
"2012/06/07 23:42:42", 6.459, 0.892, 13.994
"2012/06/07 23:42:45", 6.368, 0.881, 13.990
"2012/06/07 23:42:48", 6.339, 0.877, 13.988
"2012/06/07 23:42:51", 6.138, 0.851, 13.989
"2012/06/07 23:42:54", 5.854, 0.814, 13.995
"2012/06/07 23:42:57", 5.776, 0.804, 14.004
"2012/06/07 23:43:00", 5.819, 0.810, 14.011
"2012/06/07 23:43:03", 5.897, 0.820, 14.012
"2012/06/07 23:45:36", 6.609, 0.911, 13.967
"2012/06/07 23:45:39", 6.604, 0.910, 13.964
"2012/06/07 23:45:42", 6.747, 0.929, 13.961
"2012/06/07 23:45:45", 6.857, 0.943, 13.955
"2012/06/07 23:45:48", 6.922, 0.951, 13.949
"2012/06/07 23:45:51", 6.894, 0.947, 13.943
"2012/06/07 23:45:54", 6.777, 0.932, 13.941
"2012/06/07 23:45:57", 6.420, 0.886, 13.942
"2012/06/07 23:46:00", 5.933, 0.824, 13.954
"2012/06/07 23:48:36", 5.268, 0.740, 14.080
"2012/06/07 23:48:39", 5.424, 0.760, 14.071
"2012/06/07 23:48:42", 5.562, 0.778, 14.061
"2012/06/07 23:48:45", 5.850, 0.815, 14.052
"2012/06/07 23:48:48", 6.154, 0.854, 14.039
"2012/06/07 23:48:51", 6.351, 0.879, 14.024
"2012/06/07 23:48:54", 6.287, 0.871, 14.009
"2012/06/07 23:48:57", 6.270, 0.868, 14.001
"2012/06/07 23:49:00", 6.487, 0.896, 13.996
"2012/06/07 23:49:03", 6.677, 0.920, 13.986
"2012/06/07 23:54:36", 5.034, 0.709, 14.082
"2012/06/07 23:54:39", 5.093, 0.717, 14.084
"2012/06/07 23:54:42", 5.443, 0.763, 14.084
"2012/06/07 23:54:45", 5.516, 0.772, 14.074
"2012/06/07 23:54:48", 5.317, 0.746, 14.067
"2012/06/07 23:54:51", 5.295, 0.743, 14.066
"2012/06/07 23:54:54", 5.327, 0.747, 14.066
"2012/06/07 23:54:57", 5.328, 0.747, 14.065
"2012/06/07 23:55:00", 5.334, 0.748, 14.064
"2012/06/07 23:57:36", 7.131, 0.977, 13.940
"2012/06/07 23:57:39", 7.078, 0.970, 13.932
"2012/06/07 23:57:42", 7.266, 0.994, 13.927
"2012/06/07 23:57:45", 7.540, 1.028, 13.917
"2012/06/07 23:57:48", 7.553, 1.030, 13.905
"2012/06/07 23:57:51", 7.142, 0.977, 13.896
"2012/06/07 23:57:54", 6.760, 0.929, 13.901
"2012/06/07 23:57:57", 6.614, 0.910, 13.912
"2012/06/08 00:00:36", 7.374, 1.007, 13.913
"2012/06/08 00:00:39", 7.555, 1.030, 13.901
"2012/06/08 00:00:42", 7.710, 1.049, 13.887
"2012/06/08 00:00:45", 7.854, 1.067, 13.874
"2012/06/08 00:00:48", 7.976, 1.082, 13.861
"2012/06/08 00:00:51", 8.039, 1.090, 13.851
"2012/06/08 00:00:54", 8.137, 1.102, 13.841
"2012/06/08 00:00:57", 8.322, 1.125, 13.832
"2012/06/08 00:01:00", 8.538, 1.151, 13.821
"2012/06/08 00:01:03", 8.702, 1.171, 13.807
"2012/06/08 00:01:06", 8.888, 1.194, 13.793
"2012/06/08 00:01:09", 8.979, 1.205, 13.779
"2012/06/08 00:01:12", 9.015, 1.209, 13.767
"2012/06/08 00:01:15", 8.949, 1.201, 13.758
"2012/06/08 00:01:18", 8.892, 1.193, 13.752
"2012/06/08 00:01:21", 8.858, 1.189, 13.750
"2012/06/08 00:01:24", 8.918, 1.197, 13.748
"2012/06/08 00:01:27", 9.034, 1.211, 13.744
"2012/06/08 00:01:30", 9.069, 1.215, 13.739
"2012/06/08 00:01:33", 9.063, 1.214, 13.734
"2012/06/08 00:01:36", 9.004, 1.207, 13.730
"2012/06/08 00:01:39", 8.906, 1.195, 13.728
"2012/06/08 00:01:42", 8.750, 1.175, 13.729
"2012/06/08 00:01:45", 8.590, 1.155, 13.733
"2012/06/08 00:01:48", 8.489, 1.143, 13.739
"2012/06/08 00:01:51", 8.413, 1.134, 13.745
"2012/06/08 00:01:54", 8.354, 1.126, 13.750
"2012/06/08 00:01:57", 8.223, 1.110, 13.754
"2012/06/08 00:02:00", 8.029, 1.086, 13.760
"2012/06/08 00:03:36", 6.594, 0.908, 13.907
"2012/06/08 00:03:39", 6.588, 0.907, 13.911
"2012/06/08 00:03:42", 6.618, 0.911, 13.914
"2012/06/08 00:03:45", 6.749, 0.928, 13.915
"2012/06/08 00:03:48", 6.954, 0.954, 13.911
"2012/06/08 00:03:51", 7.017, 0.962, 13.905
"2012/06/08 00:03:54", 6.977, 0.957, 13.900
"2012/06/08 00:03:57", 7.137, 0.977, 13.897
"2012/06/08 00:04:00", 7.450, 1.016, 13.892
"2012/06/08 00:04:03", 7.729, 1.051, 13.880
"2012/06/08 00:06:39", 8.365, 1.122, 13.537
"2012/06/08 00:06:42", 8.504, 1.141, 13.600
"2012/06/08 00:06:45", 8.191, 1.104, 13.669
"2012/06/08 00:06:48", 7.799, 1.056, 13.727
"2012/06/08 00:06:51", 7.615, 1.034, 13.764
"2012/06/08 00:06:54", 7.510, 1.021, 13.787
"2012/06/08 00:06:57", 7.467, 1.016, 13.801
"2012/06/08 00:07:00", 7.531, 1.025, 13.809
"2012/06/08 00:09:39", 7.643, 1.040, 13.839
"2012/06/08 00:09:42", 7.582, 1.032, 13.840
"2012/06/08 00:09:45", 7.557, 1.029, 13.842
"2012/06/08 00:09:48", 7.558, 1.029, 13.843
"2012/06/08 00:09:51", 7.646, 1.040, 13.844
"2012/06/08 00:09:54", 7.751, 1.053, 13.842
"2012/06/08 00:09:57", 7.746, 1.052, 13.839
"2012/06/08 00:10:00", 7.618, 1.036, 13.837
"2012/06/08 00:12:36", 7.624, 1.038, 13.872
"2012/06/08 00:12:39", 7.592, 1.034, 13.866
"2012/06/08 00:12:42", 7.628, 1.038, 13.862
"2012/06/08 00:12:45", 7.709, 1.048, 13.858
"2012/06/08 00:12:48", 7.743, 1.052, 13.853
"2012/06/08 00:12:51", 7.722, 1.050, 13.850
"2012/06/08 00:12:54", 7.672, 1.043, 13.847
"2012/06/08 00:12:57", 7.688, 1.045, 13.847
"2012/06/08 00:15:36", 6.472, 0.893, 13.944
"2012/06/08 00:15:39", 6.561, 0.904, 13.941
"2012/06/08 00:15:42", 6.670, 0.918, 13.937
"2012/06/08 00:15:45", 6.703, 0.922, 13.930
"2012/06/08 00:15:48", 6.659, 0.917, 13.925
"2012/06/08 00:15:51", 6.638, 0.914, 13.923
"2012/06/08 00:15:54", 6.635, 0.913, 13.923
"2012/06/08 00:15:57", 6.637, 0.914, 13.922
"2012/06/08 00:16:00", 6.714, 0.923, 13.922
"2012/06/08 00:18:36", 5.494, 0.768, 14.020
"2012/06/08 00:18:39", 5.404, 0.756, 14.019
"2012/06/08 00:18:42", 5.363, 0.751, 14.020
"2012/06/08 00:18:45", 5.402, 0.756, 14.021
"2012/06/08 00:18:48", 5.436, 0.761, 14.021
"2012/06/08 00:18:51", 5.486, 0.767, 14.020
"2012/06/08 00:18:54", 5.472, 0.765, 14.018
"2012/06/08 00:18:57", 5.421, 0.759, 14.017
"2012/06/08 00:19:00", 5.390, 0.754, 14.018
"2012/06/08 00:21:39", 5.350, 0.743, 13.649
"2012/06/08 00:21:42", 5.323, 0.740, 13.714
"2012/06/08 00:21:45", 5.290, 0.737, 13.783
"2012/06/08 00:21:48", 5.260, 0.734, 13.846
"2012/06/08 00:21:51", 5.212, 0.729, 13.890
"2012/06/08 00:21:54", 5.180, 0.725, 13.920
"2012/06/08 00:21:57", 5.144, 0.721, 13.941
"2012/06/08 00:22:00", 5.118, 0.718, 13.956
"2012/06/08 00:22:03", 5.096, 0.715, 13.967
"2012/06/08 00:24:36", 5.439, 0.762, 14.049
"2012/06/08 00:24:39", 5.457, 0.764, 14.042
"2012/06/08 00:24:42", 5.453, 0.763, 14.037
"2012/06/08 00:24:45", 5.389, 0.755, 14.034
"2012/06/08 00:24:48", 5.341, 0.748, 14.034
"2012/06/08 00:24:51", 5.371, 0.752, 14.034
"2012/06/08 00:24:54", 5.393, 0.755, 14.035
"2012/06/08 00:24:57", 5.358, 0.751, 14.034
"2012/06/08 00:25:00", 5.340, 0.748, 14.034
"2012/06/08 00:27:36", 4.987, 0.703, 14.081
"2012/06/08 00:27:39", 4.938, 0.696, 14.076
"2012/06/08 00:27:42", 4.895, 0.691, 14.074
"2012/06/08 00:27:45", 4.871, 0.687, 14.073
"2012/06/08 00:27:48", 4.889, 0.690, 14.073
"2012/06/08 00:27:51", 4.906, 0.692, 14.073
"2012/06/08 00:27:54", 4.881, 0.689, 14.072
"2012/06/08 00:27:57", 4.876, 0.688, 14.072
"2012/06/08 00:28:00", 4.867, 0.687, 14.072
"2012/06/08 00:30:36", 5.226, 0.734, 14.058
"2012/06/08 00:30:39", 5.288, 0.742, 14.053
"2012/06/08 00:30:42", 5.358, 0.751, 14.048
"2012/06/08 00:30:45", 5.357, 0.751, 14.043
"2012/06/08 00:30:48", 5.359, 0.751, 14.039
"2012/06/08 00:30:51", 5.312, 0.745, 14.038
"2012/06/08 00:30:54", 5.333, 0.747, 14.038
"2012/06/08 00:30:57", 5.342, 0.749, 14.037
"2012/06/08 00:31:00", 5.366, 0.752, 14.036
"2012/06/08 00:33:36", 5.780, 0.805, 14.012
"2012/06/08 00:33:39", 5.845, 0.814, 14.007
"2012/06/08 00:33:42", 5.938, 0.825, 14.001
"2012/06/08 00:33:45", 5.942, 0.826, 13.995
"2012/06/08 00:33:48", 5.875, 0.817, 13.991
"2012/06/08 00:33:51", 5.912, 0.822, 13.990
"2012/06/08 00:33:54", 6.050, 0.840, 13.988
"2012/06/08 00:33:57", 6.135, 0.851, 13.984
"2012/06/08 00:34:00", 6.151, 0.852, 13.978
"2012/06/08 00:36:36", 7.824, 1.062, 13.832
"2012/06/08 00:36:39", 7.764, 1.054, 13.827
"2012/06/08 00:36:42", 7.774, 1.056, 13.825
"2012/06/08 00:36:45", 7.986, 1.082, 13.821
"2012/06/08 00:36:48", 8.128, 1.100, 13.814
"2012/06/08 00:36:51", 8.075, 1.093, 13.807
"2012/06/08 00:36:54", 7.996, 1.083, 13.803
"2012/06/08 00:36:57", 7.933, 1.075, 13.802
"2012/06/08 00:37:00", 8.000, 1.083, 13.803
"2012/06/08 00:42:36", 7.818, 1.062, 13.865
"2012/06/08 00:42:39", 7.862, 1.067, 13.855
"2012/06/08 00:42:42", 7.853, 1.066, 13.848
"2012/06/08 00:42:45", 7.906, 1.073, 13.841
"2012/06/08 00:42:48", 8.012, 1.086, 13.836
"2012/06/08 00:42:51", 8.110, 1.098, 13.830
"2012/06/08 00:42:54", 8.174, 1.106, 13.823
"2012/06/08 00:42:57", 8.117, 1.099, 13.817
"2012/06/08 00:43:00", 8.059, 1.091, 13.814
"2012/06/08 00:45:36", 8.469, 1.142, 13.793
"2012/06/08 00:45:39", 8.438, 1.138, 13.787
"2012/06/08 00:45:42", 8.415, 1.135, 13.782
"2012/06/08 00:45:45", 8.373, 1.130, 13.779
"2012/06/08 00:45:48", 8.364, 1.128, 13.777
"2012/06/08 00:45:51", 8.386, 1.131, 13.776
"2012/06/08 00:45:54", 8.374, 1.130, 13.774
"2012/06/08 00:45:57", 8.348, 1.126, 13.773
"2012/06/08 00:46:00", 8.296, 1.120, 13.773
"2012/06/08 00:46:03", 8.276, 1.117, 13.774
"2012/06/08 00:46:06", 8.337, 1.125, 13.774
"2012/06/08 00:46:09", 8.444, 1.138, 13.773
"2012/06/08 00:46:12", 8.491, 1.144, 13.770
"2012/06/08 00:46:15", 8.498, 1.145, 13.766
"2012/06/08 00:46:18", 8.448, 1.139, 13.764
"2012/06/08 00:46:21", 8.410, 1.134, 13.763
"2012/06/08 00:46:24", 8.389, 1.131, 13.764
"2012/06/08 00:46:27", 8.376, 1.130, 13.765
"2012/06/08 00:46:30", 8.326, 1.123, 13.765
"2012/06/08 00:46:33", 8.253, 1.114, 13.766
"2012/06/08 00:46:36", 8.183, 1.106, 13.768
"2012/06/08 00:46:39", 8.131, 1.099, 13.771
"2012/06/08 00:46:42", 8.140, 1.100, 13.774
"2012/06/08 00:46:45", 8.192, 1.107, 13.775
"2012/06/08 00:46:48", 8.222, 1.111, 13.775
"2012/06/08 00:46:51", 8.233, 1.112, 13.774
"2012/06/08 00:46:54", 8.257, 1.115, 13.774
"2012/06/08 00:46:57", 8.272, 1.117, 13.773
"2012/06/08 00:47:00", 8.289, 1.119, 13.772
"2012/06/08 00:47:03", 8.319, 1.123, 13.771
"2012/06/08 00:48:36", 8.363, 1.129, 13.786
"2012/06/08 00:48:39", 8.367, 1.129, 13.780
"2012/06/08 00:48:42", 8.350, 1.127, 13.775
"2012/06/08 00:48:45", 8.350, 1.127, 13.772
"2012/06/08 00:48:48", 8.387, 1.131, 13.770
"2012/06/08 00:48:51", 8.396, 1.132, 13.767
"2012/06/08 00:48:54", 8.386, 1.131, 13.765
"2012/06/08 00:48:57", 8.392, 1.132, 13.764
"2012/06/08 00:49:00", 8.393, 1.132, 13.763
"2012/06/08 00:51:36", 8.378, 1.130, 13.775
"2012/06/08 00:51:39", 8.387, 1.131, 13.770
"2012/06/08 00:51:42", 8.373, 1.129, 13.766
"2012/06/08 00:51:45", 8.351, 1.126, 13.763
"2012/06/08 00:51:48", 8.319, 1.122, 13.762
"2012/06/08 00:51:51", 8.339, 1.125, 13.762
"2012/06/08 00:51:54", 8.372, 1.129, 13.762
"2012/06/08 00:51:57", 8.378, 1.130, 13.760
"2012/06/08 00:52:00", 8.382, 1.130, 13.758
"2012/06/08 00:54:36", 8.939, 1.199, 13.730
"2012/06/08 00:54:39", 8.732, 1.173, 13.725
"2012/06/08 00:54:42", 8.609, 1.158, 13.725
"2012/06/08 00:54:45", 8.734, 1.173, 13.727
"2012/06/08 00:54:48", 9.032, 1.210, 13.725
"2012/06/08 00:54:51", 9.244, 1.236, 13.717
"2012/06/08 00:54:54", 9.206, 1.231, 13.706
"2012/06/08 00:54:57", 9.078, 1.215, 13.700
"2012/06/08 00:55:00", 9.020, 1.208, 13.700
"2012/06/08 00:57:36", 10.241, 1.356, 13.641
"2012/06/08 00:57:39", 10.310, 1.364, 13.630
"2012/06/08 00:57:42", 10.290, 1.362, 13.620
"2012/06/08 00:57:45", 10.230, 1.354, 13.614
"2012/06/08 00:57:48", 10.210, 1.352, 13.611
"2012/06/08 00:57:51", 10.225, 1.353, 13.609
"2012/06/08 00:57:54", 10.292, 1.361, 13.607
"2012/06/08 00:57:57", 10.504, 1.387, 13.603
"2012/06/08 00:58:00", 10.651, 1.405, 13.596
"2012/06/08 01:00:36", 11.476, 1.501, 13.492
"2012/06/08 01:00:39", 11.362, 1.488, 13.496
"2012/06/08 01:00:42", 11.372, 1.489, 13.499
"2012/06/08 01:00:45", 11.162, 1.464, 13.501
"2012/06/08 01:00:48", 10.939, 1.437, 13.506
"2012/06/08 01:00:51", 10.697, 1.408, 13.516
"2012/06/08 01:00:54", 10.443, 1.377, 13.527
"2012/06/08 01:00:57", 10.456, 1.379, 13.540
"2012/06/08 01:01:00", 10.732, 1.413, 13.547
"2012/06/08 01:01:03", 10.954, 1.440, 13.545
"2012/06/08 01:01:06", 11.117, 1.459, 13.538
"2012/06/08 01:01:09", 11.265, 1.477, 13.530
"2012/06/08 01:01:12", 11.313, 1.483, 13.522
"2012/06/08 01:01:15", 11.178, 1.466, 13.516
"2012/06/08 01:01:18", 11.223, 1.472, 13.514
"2012/06/08 01:01:21", 11.374, 1.490, 13.513
"2012/06/08 01:01:24", 11.248, 1.474, 13.510
"2012/06/08 01:01:27", 11.064, 1.452, 13.511
"2012/06/08 01:01:30", 10.921, 1.435, 13.515
"2012/06/08 01:01:33", 10.874, 1.429, 13.520
"2012/06/08 01:01:36", 10.936, 1.437, 13.524
"2012/06/08 01:01:39", 10.934, 1.437, 13.525
"2012/06/08 01:01:42", 10.802, 1.421, 13.525
"2012/06/08 01:01:45", 10.755, 1.415, 13.529
"2012/06/08 01:01:48", 10.759, 1.416, 13.532
"2012/06/08 01:01:51", 10.877, 1.430, 13.533
"2012/06/08 01:01:54", 11.127, 1.461, 13.531
"2012/06/08 01:01:57", 11.376, 1.490, 13.524
"2012/06/08 01:02:00", 11.485, 1.503, 13.514
"2012/06/08 01:02:03", 11.454, 1.499, 13.505
"2012/06/08 01:03:36", 11.697, 1.527, 13.480
"2012/06/08 01:03:39", 11.802, 1.540, 13.481
"2012/06/08 01:03:42", 11.749, 1.534, 13.480
"2012/06/08 01:03:45", 11.429, 1.495, 13.479
"2012/06/08 01:03:48", 10.925, 1.434, 13.486
"2012/06/08 01:03:51", 10.774, 1.417, 13.502
"2012/06/08 01:03:54", 10.893, 1.432, 13.516
"2012/06/08 01:03:57", 10.926, 1.436, 13.522
"2012/06/08 01:04:00", 10.919, 1.435, 13.524
"2012/06/08 01:04:03", 10.792, 1.420, 13.525
"2012/06/08 01:06:36", 13.398, 1.729, 13.429
"2012/06/08 01:06:39", 13.270, 1.713, 13.408
"2012/06/08 01:06:42", 13.044, 1.685, 13.396
"2012/06/08 01:06:45", 12.912, 1.669, 13.393
"2012/06/08 01:06:48", 12.855, 1.663, 13.393
"2012/06/08 01:06:51", 12.775, 1.653, 13.394
"2012/06/08 01:06:54", 12.765, 1.652, 13.395
"2012/06/08 01:06:57", 12.962, 1.675, 13.395
"2012/06/08 01:07:00", 13.062, 1.687, 13.389
"2012/06/08 01:09:36", 14.323, 1.832, 13.301
"2012/06/08 01:09:39", 14.195, 1.817, 13.291
"2012/06/08 01:09:42", 14.144, 1.811, 13.286
"2012/06/08 01:09:45", 14.193, 1.816, 13.283
"2012/06/08 01:09:48", 14.222, 1.820, 13.279
"2012/06/08 01:09:51", 14.191, 1.816, 13.274
"2012/06/08 01:09:54", 14.169, 1.813, 13.271
"2012/06/08 01:09:57", 14.189, 1.815, 13.268
"2012/06/08 01:10:00", 14.279, 1.826, 13.265
"2012/06/08 01:12:36", 13.730, 1.765, 13.350
"2012/06/08 01:12:39", 14.026, 1.799, 13.330
"2012/06/08 01:12:42", 14.205, 1.819, 13.309
"2012/06/08 01:12:45", 14.257, 1.824, 13.291
"2012/06/08 01:12:48", 14.182, 1.815, 13.279
"2012/06/08 01:12:51", 14.130, 1.808, 13.273
"2012/06/08 01:12:54", 13.971, 1.790, 13.270
"2012/06/08 01:12:57", 13.768, 1.766, 13.271
"2012/06/08 01:13:00", 13.703, 1.758, 13.275
"2012/06/08 01:13:03", 13.742, 1.763, 13.279
"2012/06/08 01:13:06", 13.900, 1.782, 13.278
"2012/06/08 01:13:09", 14.238, 1.821, 13.273
"2012/06/08 01:13:12", 14.453, 1.846, 13.262
"2012/06/08 01:13:15", 14.395, 1.839, 13.249
"2012/06/08 01:13:18", 14.181, 1.813, 13.243
"2012/06/08 01:13:21", 14.192, 1.815, 13.243
"2012/06/08 01:13:24", 14.462, 1.846, 13.242
"2012/06/08 01:13:27", 14.712, 1.875, 13.235
"2012/06/08 01:13:30", 14.667, 1.869, 13.224
"2012/06/08 01:13:33", 14.398, 1.838, 13.219
"2012/06/08 01:13:36", 14.244, 1.820, 13.221
"2012/06/08 01:13:39", 14.170, 1.811, 13.225
"2012/06/08 01:13:42", 14.267, 1.823, 13.228
"2012/06/08 01:13:45", 14.421, 1.841, 13.227
"2012/06/08 01:13:48", 14.407, 1.839, 13.223
"2012/06/08 01:13:51", 14.413, 1.839, 13.221
"2012/06/08 01:13:54", 14.376, 1.835, 13.218
"2012/06/08 01:13:57", 14.405, 1.838, 13.217
"2012/06/08 01:14:00", 14.548, 1.855, 13.216
"2012/06/08 01:15:36", 13.779, 1.769, 13.319
"2012/06/08 01:15:39", 13.597, 1.747, 13.306
"2012/06/08 01:15:42", 13.479, 1.733, 13.302
"2012/06/08 01:15:45", 13.748, 1.765, 13.300
"2012/06/08 01:15:48", 14.042, 1.799, 13.292
"2012/06/08 01:15:51", 14.038, 1.798, 13.281
"2012/06/08 01:15:54", 13.867, 1.778, 13.274
"2012/06/08 01:15:57", 13.717, 1.760, 13.273
"2012/06/08 01:16:00", 13.767, 1.766, 13.276
"2012/06/08 01:18:36", 15.058, 1.915, 13.225
"2012/06/08 01:18:39", 15.050, 1.914, 13.216
"2012/06/08 01:18:42", 15.032, 1.911, 13.208
"2012/06/08 01:18:45", 14.953, 1.902, 13.202
"2012/06/08 01:18:48", 14.811, 1.885, 13.200
"2012/06/08 01:18:51", 14.785, 1.882, 13.201
"2012/06/08 01:18:54", 14.792, 1.883, 13.202
"2012/06/08 01:18:57", 14.792, 1.883, 13.201
"2012/06/08 01:19:00", 14.806, 1.885, 13.200
"2012/06/08 01:21:36", 14.616, 1.854, 13.022
"2012/06/08 01:21:39", 14.645, 1.861, 13.098
"2012/06/08 01:21:42", 14.665, 1.867, 13.173
"2012/06/08 01:21:45", 14.666, 1.869, 13.225
"2012/06/08 01:21:48", 14.629, 1.866, 13.240
"2012/06/08 01:21:51", 14.651, 1.868, 13.236
"2012/06/08 01:21:54", 14.754, 1.880, 13.226
"2012/06/08 01:21:57", 14.801, 1.885, 13.215
"2012/06/08 01:22:00", 14.758, 1.879, 13.206
"2012/06/08 01:22:03", 14.730, 1.876, 13.201
"2012/06/08 01:24:36", 15.054, 1.914, 13.211
"2012/06/08 01:24:39", 15.008, 1.908, 13.202
"2012/06/08 01:24:42", 14.915, 1.897, 13.195
"2012/06/08 01:24:45", 14.903, 1.895, 13.192
"2012/06/08 01:24:48", 14.940, 1.900, 13.190
"2012/06/08 01:24:51", 14.905, 1.895, 13.188
"2012/06/08 01:24:54", 14.851, 1.889, 13.189
"2012/06/08 01:24:57", 14.886, 1.893, 13.188
"2012/06/08 01:25:00", 14.960, 1.902, 13.186
"2012/06/08 01:25:03", 15.013, 1.908, 13.182
"2012/06/08 01:25:06", 14.993, 1.905, 13.177
"2012/06/08 01:25:09", 14.993, 1.905, 13.174
"2012/06/08 01:25:12", 15.028, 1.909, 13.172
"2012/06/08 01:25:15", 14.998, 1.905, 13.169
"2012/06/08 01:25:18", 14.881, 1.892, 13.168
"2012/06/08 01:25:21", 14.798, 1.882, 13.169
"2012/06/08 01:25:24", 14.818, 1.885, 13.171
"2012/06/08 01:25:27", 14.928, 1.897, 13.171
"2012/06/08 01:25:30", 15.016, 1.908, 13.168
"2012/06/08 01:25:33", 15.033, 1.909, 13.164
"2012/06/08 01:25:36", 15.051, 1.911, 13.161
"2012/06/08 01:25:39", 15.047, 1.911, 13.159
"2012/06/08 01:25:42", 15.063, 1.912, 13.157
"2012/06/08 01:25:45", 15.100, 1.917, 13.154
"2012/06/08 01:25:48", 15.070, 1.913, 13.152
"2012/06/08 01:25:51", 15.058, 1.912, 13.151
"2012/06/08 01:25:54", 15.041, 1.910, 13.151
"2012/06/08 01:25:57", 15.022, 1.907, 13.151
"2012/06/08 01:26:00", 15.021, 1.907, 13.150
"2012/06/08 01:26:03", 14.966, 1.901, 13.150
"2012/06/08 01:27:36", 15.347, 1.946, 13.169
"2012/06/08 01:27:39", 15.292, 1.939, 13.161
"2012/06/08 01:27:42", 15.332, 1.944, 13.157
"2012/06/08 01:27:45", 15.389, 1.950, 13.151
"2012/06/08 01:27:48", 15.392, 1.950, 13.146
"2012/06/08 01:27:51", 15.369, 1.947, 13.142
"2012/06/08 01:27:54", 15.327, 1.942, 13.139
"2012/06/08 01:27:57", 15.248, 1.933, 13.138
"2012/06/08 01:28:00", 15.184, 1.926, 13.138
"2012/06/08 01:28:03", 15.159, 1.923, 13.137
"2012/06/08 01:30:33", 15.522, 1.966, 13.170
"2012/06/08 01:30:36", 15.520, 1.966, 13.156
"2012/06/08 01:30:39", 15.517, 1.965, 13.147
"2012/06/08 01:30:42", 15.552, 1.969, 13.140
"2012/06/08 01:30:45", 15.528, 1.965, 13.134
"2012/06/08 01:30:48", 15.477, 1.959, 13.129
"2012/06/08 01:30:51", 15.428, 1.954, 13.127
"2012/06/08 01:30:54", 15.444, 1.955, 13.126
"2012/06/08 01:30:57", 15.412, 1.952, 13.125
"2012/06/08 01:31:00", 15.352, 1.945, 13.124
"2012/06/08 01:31:03", 15.363, 1.946, 13.122
"2012/06/08 01:33:36", 15.087, 1.916, 13.173
"2012/06/08 01:33:39", 15.080, 1.915, 13.166
"2012/06/08 01:33:42", 15.033, 1.909, 13.162
"2012/06/08 01:33:45", 15.027, 1.908, 13.158
"2012/06/08 01:33:48", 15.096, 1.916, 13.157
"2012/06/08 01:33:51", 15.205, 1.929, 13.154
"2012/06/08 01:33:54", 15.258, 1.935, 13.149
"2012/06/08 01:33:57", 15.229, 1.931, 13.144
"2012/06/08 01:34:00", 15.183, 1.926, 13.141
"2012/06/08 01:36:36", 15.247, 1.935, 13.185
"2012/06/08 01:36:39", 15.310, 1.942, 13.174
"2012/06/08 01:36:42", 15.330, 1.944, 13.164
"2012/06/08 01:36:45", 15.322, 1.943, 13.157
"2012/06/08 01:36:48", 15.285, 1.938, 13.152
"2012/06/08 01:36:51", 15.259, 1.935, 13.150
"2012/06/08 01:36:54", 15.230, 1.932, 13.149
"2012/06/08 01:36:57", 15.209, 1.929, 13.147
"2012/06/08 01:37:00", 15.209, 1.929, 13.147
"2012/06/08 01:37:03", 15.202, 1.928, 13.145
"2012/06/08 01:42:36", 15.164, 1.926, 13.200
"2012/06/08 01:42:39", 15.145, 1.924, 13.190
"2012/06/08 01:42:42", 15.141, 1.923, 13.183
"2012/06/08 01:42:45", 15.169, 1.926, 13.178
"2012/06/08 01:42:48", 15.195, 1.929, 13.173
"2012/06/08 01:42:51", 15.191, 1.928, 13.169
"2012/06/08 01:42:54", 15.176, 1.926, 13.165
"2012/06/08 01:42:57", 15.167, 1.925, 13.163
"2012/06/08 01:43:00", 15.122, 1.920, 13.161
"2012/06/08 01:43:03", 15.083, 1.915, 13.157
"2012/06/08 01:45:36", 15.537, 1.968, 13.159
"2012/06/08 01:45:39", 15.539, 1.967, 13.150
"2012/06/08 01:45:42", 15.556, 1.969, 13.142
"2012/06/08 01:45:45", 15.578, 1.971, 13.135
"2012/06/08 01:45:48", 15.570, 1.970, 13.130
"2012/06/08 01:45:51", 15.538, 1.966, 13.127
"2012/06/08 01:45:54", 15.530, 1.965, 13.125
"2012/06/08 01:45:57", 15.552, 1.968, 13.123
"2012/06/08 01:46:00", 15.579, 1.971, 13.120
"2012/06/08 01:46:03", 15.589, 1.972, 13.117
"2012/06/08 01:46:06", 15.601, 1.973, 13.114
