SiteID,Latitude,Longitude
112,25.47729107,-80.44920048
113,25.48046821,-80.46360283
114,25.494244,-80.432291
115,25.49991182,-80.44654159
116,25.53769782,-80.37252578
117,25.568606,-80.34289
118,25.57351823,-80.37245073
119,25.58976029,-80.35984384
120,25.59259989,-80.3777418
121,25.592736,-80.405844
122,25.62563315,-80.41739823
123,25.62723229,-80.37514662
124,25.635671,-80.33782539
125,25.64387712,-80.33570307
126,25.661132,-80.407574
127,25.66199549,-80.32496239
128,25.66231616,-80.3256268
129,25.66309567,-80.40732802
130,25.66309567,-80.40732802
131,25.665235,-80.301146
132,25.67038618,-80.43171459
133,25.67038772,-80.43168661
134,25.6720468,-80.4420177
135,25.67377644,-80.32050274
136,25.67377644,-80.32050274
137,25.68422491,-80.44918673
138,25.68429937,-80.36675198
139,25.68483849,-80.43568534
140,25.68515755,-80.42281151
141,25.68609269,-80.35057134
142,25.68773311,-80.16376162
143,25.68773311,-80.16376162
144,25.68931297,-80.30711644
145,25.68931297,-80.30711644
146,25.69291152,-80.30553995
147,25.69685832,-80.29816846
148,25.69917966,-80.43540034
149,25.700327,-80.408398
150,25.70099435,-80.36656376
151,25.70171995,-80.35015536
152,25.70474846,-80.28717104
153,25.70810862,-80.38244812
154,25.71421794,-80.41770836
155,25.71569787,-80.27528109
156,25.72584192,-80.43331236
157,25.72823118,-80.24627636
158,25.72873192,-80.42863736
159,25.729513,-80.360218
160,25.729513,-80.360218
161,25.72974393,-80.39915079
162,25.73223156,-80.36730302
163,25.73304924,-80.31926952
164,25.73326136,-80.30475419
165,25.7339072,-80.28749391
166,25.74399046,-80.43384344
167,25.74514973,-80.39039496
168,25.74712568,-80.35142064
169,25.74808171,-80.30345353
170,25.74814577,-80.33488411
171,25.7503226,-80.23618944
172,25.75448876,-80.36798574
173,25.75485319,-80.25949041
174,25.76084001,-80.41902987
175,25.76089052,-80.39191854
176,25.76089322,-80.38961359
177,25.76156033,-80.35274767
178,25.76188203,-80.19125846
179,25.76365626,-80.28775668
180,25.76412405,-80.27481698
181,25.76460065,-80.26084245
182,25.76521821,-80.24030557
183,25.76593753,-80.21529779
184,25.7659769,-80.21406093
185,25.76852234,-80.37076487
186,25.76874793,-80.35861019
187,25.76890315,-80.35940259
188,25.76890315,-80.35940259
189,25.76906701,-80.3369009
190,25.77103842,-80.28011879
191,25.77152713,-80.20754686
192,25.77194335,-80.2541694
193,25.77219555,-80.18813149
194,25.77285422,-80.18902854
195,25.77340194,-80.22138172
196,25.77448456,-80.13883796
197,25.7751137,-80.13367284
198,25.77733099,-80.13160968
199,25.77790413,-80.28841061
200,25.77906399,-80.23943024
201,25.77932829,-80.2464786
202,25.78058053,-80.13248245
203,25.78248093,-80.19006468
204,25.7857489,-80.14068209
205,25.79060437,-80.13078053
206,25.79060437,-80.13078053
207,25.79564269,-80.12919766
208,25.799007,-80.300688
209,25.80940314,-80.19430937
210,25.8109276,-80.3375065
211,25.81177914,-80.38591266
212,25.81177914,-80.38591266
213,25.8133966,-80.13066664
214,25.8195529,-80.1882745
215,25.8241575,-80.27834519
216,25.82538845,-80.27349364
217,25.83011377,-80.26539439
218,25.84072706,-80.37385051
219,25.84427284,-80.29824111
220,25.8479228,-80.1847742
221,25.84799922,-80.30692064
222,25.85518247,-80.31759404
223,25.85610152,-80.12444343
224,25.85627951,-80.30664643
225,25.85677,-80.41599
226,25.85779414,-80.28260931
227,25.85957988,-80.12107343
228,25.86259005,-80.31484745
229,25.86667953,-80.31333103
230,25.86673288,-80.29833163
231,25.86991825,-80.33103082
232,25.88379837,-80.21129407
233,25.88407967,-80.307586
234,25.88417863,-80.34999894
235,25.88422333,-80.33162346
236,25.88665988,-80.12377078
237,25.88688154,-80.16459885
238,25.89159445,-80.34687345
239,25.89289827,-80.18655773
240,25.89774875,-80.16131103
241,25.90728247,-80.15823305
242,25.90981821,-80.3081177
243,25.91199407,-80.33307872
244,25.92178836,-97.4656251
245,25.92805275,-80.18833308
246,25.92973071,-80.30954618
247,25.92973071,-80.30954618
248,25.931144,-97.496733
249,25.93204563,-80.1219964
250,25.93941582,-80.2925902
251,25.93959751,-80.27746546
252,25.94077,-80.315677
253,25.94173009,-80.30699016
254,25.94241909,-80.34175633
255,25.94382111,-97.42825314
256,25.94553103,-80.12111625
257,25.9461115,-80.1644293
258,25.94773264,-80.12121339
259,25.94773264,-80.12121339
260,25.95086306,-97.49814568
261,25.95470653,-80.26205543
262,25.95505819,-81.72515077
263,25.9556827,-80.20575835
264,25.9600618,-80.141156
265,25.96134309,-80.18609336
266,25.9717981,-80.14075823
267,25.97929527,-80.3603208
268,25.9794493,-97.51262046
269,25.97947171,-80.31225176
270,25.97947171,-80.31225176
271,25.98029182,-80.37211542
272,25.98152977,-80.26350162
273,25.98251472,-80.22657371
274,25.98625776,-80.12734702
275,25.99435327,-80.28030149
276,26.00717809,-80.29472869
277,26.00837054,-80.37721585
278,26.00913611,-80.29900072
279,26.00975752,-80.24923651
280,26.00991425,-80.18777535
281,26.01069945,-80.17549517
282,26.01326268,-80.17471646
283,26.016843,-80.15108
284,26.016843,-80.15108
285,26.0246402,-80.22177814
286,26.0247311,-80.24719157
287,26.02882014,-80.3136758
288,26.03285536,-80.19010989
289,26.0429584,-80.20886766
290,26.04774001,-80.17711968
291,26.04778912,-80.24976447
292,26.04778912,-80.24976447
293,26.06281654,-80.3144889
294,26.06281654,-80.3144889
295,26.06353366,-81.69893372
296,26.06384652,-80.25159024
297,26.06384652,-80.25159024
298,26.08024521,-80.370376
299,26.08470531,-80.22933534
300,26.09571513,-97.16494529
301,26.103966,-80.124513
302,26.103966,-80.124513
303,26.1050912,-80.1938469
304,26.10740096,-80.36303931
305,26.1082949,-81.75003359
306,26.111456,-80.372148
307,26.11771451,-80.25869855
308,26.11968206,-80.15489991
309,26.12025,-80.129547
310,26.12089264,-80.24209307
311,26.12122156,-80.28599266
312,26.12122156,-80.28599266
313,26.12203394,-80.10445976
314,26.13011912,-81.77008618
315,26.13765311,-80.11703259
316,26.13765311,-80.11703259
317,26.13872061,-81.72782867
318,26.1434967,-81.79511525
319,26.14957069,-80.25659262
320,26.15157987,-80.32398352
321,26.15617687,-97.8241161
322,26.15943477,-80.1316652
323,26.162098,-80.306679
324,26.163196,-80.110875
325,26.1646618,-80.18650449
326,26.16542918,-80.22313665
327,26.16753495,-80.29703296
328,26.16754641,-80.10875267
329,26.16998388,-97.97538263
330,26.17418121,-80.09942521
331,26.17454579,-81.7175917
332,26.18010765,-98.05257717
333,26.18060002,-98.18634321
334,26.18371578,-97.72084199
335,26.185362,-81.764078
336,26.18668908,-98.21336381
337,26.18731482,-80.20300597
338,26.18745,-98.183954
339,26.18946479,-80.11386631
340,26.19057813,-97.6953985
341,26.19254767,-80.25205073
342,26.19322931,-80.24341671
343,26.194287,-97.686999
344,26.19508233,-98.28903495
345,26.20166454,-80.09544786
346,26.20715345,-98.15195066
347,26.20781843,-80.28526458
348,26.20788536,-80.25189549
349,26.2091839,-81.77100277
350,26.21071844,-81.79986953
351,26.214239,-98.325921
352,26.216234,-80.216437
353,26.219063,-98.325099
354,26.22066947,-98.35339876
355,26.23173371,-80.10350414
356,26.233635,-80.156758
357,26.234821,-80.093841
358,26.234821,-80.093841
359,26.236315,-81.805998
360,26.23936451,-80.25374681
361,26.24039236,-80.27785403
362,26.24054261,-80.20347545
363,26.24432805,-81.76993722
364,26.24432805,-81.76993722
365,26.25465403,-98.23690911
366,26.255155,-98.226059
367,26.25970778,-80.24912382
368,26.26734208,-98.21904898
369,26.26863457,-81.73761597
370,26.27104775,-80.25858782
371,26.27218119,-81.78977488
372,26.27266923,-80.26625787
373,26.2779,-80.14782
374,26.2779,-80.14782
375,26.28658557,-80.18566692
376,26.28731896,-80.234782
377,26.295361,-98.16343
378,26.29686659,-80.25226641
379,26.297711,-97.99334
380,26.29784638,-80.27831107
381,26.29784638,-80.27831107
382,26.305181,-80.187797
383,26.305181,-80.187797
384,26.305562,-81.79088
385,26.312625,-81.596577
386,26.312625,-81.596577
387,26.312625,-81.596577
388,26.312859,-80.104367
389,26.312859,-80.104367
390,26.31695905,-80.18702611
391,26.31804928,-80.15266451
392,26.31804928,-80.15266451
393,26.31806175,-80.12592865
394,26.33135711,-81.76248008
395,26.33202,-98.16384
396,26.33202,-98.16384
397,26.333061,-81.80555981
398,26.34087788,-80.09032798
399,26.349491,-80.092164
400,26.349491,-80.092164
401,26.35220114,-80.15423405
402,26.35220114,-80.15423405
403,26.35482196,-80.20342943
404,26.36238589,-80.13741444
405,26.36469,-80.10118232
406,26.37993371,-81.8086071
407,26.383356,-80.16321
408,26.384367,-80.099535
409,26.384367,-80.099535
410,26.40459287,-80.12173908
411,26.40459287,-80.12173908
412,26.40667354,-81.80612645
413,26.40889055,-80.14545454
414,26.4156062,-81.90046242
415,26.41753291,-97.79118332
416,26.4331028,-81.43372884
417,26.43529051,-81.77055901
418,26.43529051,-81.77055901
419,26.43689296,-82.07755743
420,26.43747509,-80.08509929
421,26.45382612,-80.14301464
422,26.45738447,-80.12199775
423,26.46309475,-81.83101615
424,26.463927,-80.062263
425,26.463927,-80.062263
426,26.47267298,-80.06735739
427,26.48373725,-81.78690848
428,26.48950179,-80.12269908
429,26.49349491,-81.84818984
430,26.49483938,-81.93569182
431,26.49775421,-80.14653627
432,26.50971597,-81.94418588
433,26.51472938,-81.94576858
434,26.51594063,-81.89824728
435,26.524047,-80.068212
436,26.52631671,-80.16549163
437,26.52715777,-80.0905679
438,26.52766261,-80.14661752
439,26.52966744,-80.12276325
440,26.53371971,-80.09050926
441,26.53371971,-80.09050926
442,26.54452276,-81.86868269
443,26.54654198,-80.09079625
444,26.54656303,-81.787801
445,26.54660425,-81.80359587
446,26.54711708,-81.87208728
447,26.55722513,-81.90355206
448,26.56330324,-81.95854898
449,26.56330324,-81.95854898
450,26.56396908,-81.87086747
451,26.57241482,-80.14591572
452,26.5892071,-80.11502134
453,26.59074117,-80.18782875
454,26.59074117,-80.18782875
455,26.60264079,-82.11436143
456,26.60640638,-81.97724768
457,26.6072,-80.233543
458,26.6150196,-81.6538271
459,26.6150196,-81.6538271
460,26.6155526,-81.80123464
461,26.61685191,-80.16557925
462,26.61699307,-80.05786684
463,26.61703163,-80.20180242
464,26.6180441,-80.13704903
465,26.62905395,-80.08927959
466,26.63002289,-81.94024943
467,26.63189519,-80.14599643
468,26.63298023,-81.97370068
469,26.63303813,-81.87164996
470,26.65150451,-80.1415784
471,26.65177486,-80.12116309
472,26.65219565,-81.91602898
473,26.65465565,-80.05566871
474,26.66038178,-80.24035695
475,26.661979,-80.259339
476,26.66917068,-81.94077731
477,26.66962822,-81.93295875
478,26.67091,-81.80214
479,26.67410869,-80.11297111
480,26.6744798,-81.81439374
481,26.67579749,-80.06118113
482,26.68275267,-81.90091657
483,26.68546507,-80.66747798
484,26.69944404,-81.85131252
485,26.70667517,-80.22969793
486,26.70727506,-80.15238213
487,26.70797253,-80.11113499
488,26.70905092,-81.72231124
489,26.7099399,-80.20530885
490,26.7109475,-80.20296404
491,26.7109475,-80.20296404
492,26.71326997,-80.05354359
493,26.72315102,-80.08545903
494,26.72498526,-80.05379391
495,26.75368576,-80.94089936
496,26.80483932,-80.0828686
497,26.80727275,-80.05780212
498,26.80893894,-80.10107289
499,26.84105702,-80.10503401
500,26.84105702,-80.10503401
501,26.84359531,-80.07056916
502,26.84456088,-80.07178266
503,26.85190857,-80.058579
504,26.88163367,-80.0563532
505,26.88200127,-80.10435189
506,26.89682435,-80.10376251
507,26.90643715,-99.2710291
508,26.91661638,-82.04639925
509,26.91661638,-82.04639925
510,26.921814,-80.215886
511,26.93460755,-80.10212066
512,26.93905558,-82.33797787
513,26.96372964,-80.0851156
514,26.96372964,-80.0851156
515,26.96405731,-82.07273848
516,26.99846374,-82.12097305
517,27.01202905,-82.1415182
518,27.03220561,-82.06051309
519,27.03763625,-82.22051465
520,27.04909412,-82.39817745
521,27.05163389,-82.39115185
522,27.075482,-80.143309
523,27.10046723,-82.43305588
524,27.11770995,-82.38423088
525,27.13879365,-82.45922611
526,27.138891,-80.214592
527,27.17176158,-80.29193918
528,27.17933223,-82.48220914
529,27.197528,-80.253111
530,27.197528,-80.253111
531,27.197528,-80.253111
532,27.21395186,-81.85947174
533,27.22601834,-82.49390994
534,27.22818105,-82.49246363
535,27.24380782,-80.82981088
536,27.24509661,-80.23629546
537,27.25676608,-80.19904349
538,27.25866277,-80.37415109
539,27.26812253,-80.42957468
540,27.26904872,-82.46563543
541,27.26969645,-82.513547
542,27.29676319,-81.35766812
543,27.29814,-80.29674
544,27.29814,-80.29674
545,27.29915131,-82.53087055
546,27.29915693,-82.48169074
547,27.31780025,-80.35541318
548,27.321528,-80.418405
549,27.321528,-80.418405
550,27.3222655,-82.49738856
551,27.33647046,-82.46277818
552,27.33804525,-82.46249034
553,27.33809285,-82.51456893
554,27.36753317,-82.55219343
555,27.38580258,-82.45606969
556,27.38949454,-82.46308007
557,27.39139,-80.332087
558,27.408675,-82.523335
559,27.42600118,-80.32583976
560,27.426057,-82.672355
561,27.43115073,-82.57556347
562,27.43211471,-82.57556032
563,27.43228723,-82.42654033
564,27.43465,-99.473074
565,27.44443901,-82.46908099
566,27.44753758,-82.5056455
567,27.4630581,-82.60459898
568,27.46732171,-80.33221812
569,27.47215899,-81.44453503
570,27.48480352,-82.43476724
571,27.49494055,-82.5632065
572,27.49516155,-82.59933513
573,27.49541847,-82.5545346
574,27.49702232,-82.70853527
575,27.50648476,-99.48960914
576,27.51578565,-99.4515747
577,27.51579529,-97.85611164
578,27.52085755,-82.57303083
579,27.52183174,-80.3982126
580,27.54050278,-99.48417737
581,27.54379865,-82.47537695
582,27.54386681,-81.81081025
583,27.56953618,-99.50004244
584,27.5871944,-80.42933192
585,27.59553085,-81.51640585
586,27.61787083,-97.22196397
587,27.63346728,-80.38909976
588,27.63866213,-80.4469138
589,27.63884024,-80.446624
590,27.66790549,-97.39476646
591,27.66790549,-97.39476646
592,27.67265786,-80.36230456
593,27.68937777,-80.40061466
594,27.68995124,-97.3325955
595,27.69087755,-97.39932936
596,27.69200222,-97.36336167
597,27.708989,-97.37356285
598,27.71166103,-82.35238009
599,27.71921523,-82.68093618
600,27.71921523,-82.68093618
601,27.72166685,-82.74005086
602,27.72439769,-97.36182612
603,27.72559646,-97.37846109
604,27.72559646,-97.37846109
605,27.72994621,-82.6406127
606,27.74719768,-80.43488543
607,27.75148737,-97.4173625
608,27.75231691,-98.06484051
609,27.75588644,-97.38948177
610,27.75817659,-82.73332007
611,27.76899743,-82.63718483
612,27.76899743,-82.63718483
613,27.77046556,-82.68006768
614,27.77118508,-82.71251619
615,27.771363,-82.391466
616,27.77873876,-97.42030522
617,27.78072924,-82.63847541
618,27.78986557,-82.72851074
619,27.79186955,-82.67956223
620,27.79881289,-97.6674724
621,27.80253654,-82.80193731
622,27.80253654,-82.80193731
623,27.80578645,-82.63453635
624,27.81243555,-82.75627147
625,27.82015951,-82.72841808
626,27.82075656,-82.69986557
627,27.82112411,-82.63876524
628,27.83195204,-97.07140385
629,27.83692756,-82.68225544
630,27.837609,-97.590692
631,27.83924409,-82.7000493
632,27.83977439,-82.76163478
633,27.83983618,-82.73734381
634,27.84401175,-82.82002
635,27.844334,-82.643675
636,27.84447377,-82.646958
637,27.84447377,-82.646958
638,27.85438184,-82.30259955
639,27.85709824,-82.32877059
640,27.86458016,-82.72887895
641,27.86569675,-82.78762346
642,27.87315613,-82.76293087
643,27.87315613,-82.76293087
644,27.87978032,-82.83191289
645,27.880697,-82.369066
646,27.880697,-82.369066
647,27.881212,-97.31869
648,27.881212,-97.31869
649,27.88228554,-82.85007931
650,27.88566266,-82.67938142
651,27.89315972,-82.49419891
652,27.89320697,-82.78137256
653,27.89370614,-82.26896352
654,27.89393283,-81.56474802
655,27.89409662,-82.518942
656,27.89455571,-82.684675
657,27.8947598,-82.50498714
658,27.89477482,-82.7464221
659,27.89519224,-82.33350171
660,27.90460263,-81.84437292
661,27.91658388,-97.16323818
662,27.91688733,-82.74519226
663,27.91707798,-82.7628396
664,27.91714739,-82.78840941
665,27.92264654,-82.270243
666,27.9239379,-82.31545756
667,27.92698138,-82.51312556
668,27.92698138,-82.51312556
669,27.9359222,-82.32369766
670,27.93708758,-82.29447507
671,27.9377548,-82.48345185
672,27.9377548,-82.48345185
673,27.93781361,-82.25215866
674,27.94439305,-82.5050472
675,27.94852388,-82.45867098
676,27.95116054,-82.44794049
677,27.95370126,-81.92353184
678,27.95869367,-82.50565146
679,27.96047181,-82.72423461
680,27.96062617,-82.74610024
681,27.96560894,-82.78755424
682,27.96631549,-82.49263553
683,27.97464884,-81.96032434
684,27.97464884,-81.96032434
685,27.97925264,-81.66119199
686,27.98088138,-82.82682906
687,27.985173,-82.471207
688,27.9871451,-82.72972623
689,27.9899957,-82.77541704
690,27.990282,-82.285514
691,27.990282,-82.285514
692,27.99574128,-82.48494979
693,27.99717347,-82.5813281
694,27.9972134,-82.5623784
695,27.99918203,-80.63851927
696,27.99919435,-81.97440497
697,28.00416647,-81.7649177
698,28.00448164,-81.71022426
699,28.00759854,-82.5043054
700,28.0131301,-82.70893254
701,28.014481,-82.136482
702,28.01598489,-82.61291874
703,28.01674667,-82.13803507
704,28.01888412,-82.74752821
705,28.01888412,-82.74752821
706,28.02403344,-82.76347653
707,28.02507025,-81.92637936
708,28.02634917,-81.73279468
709,28.02760567,-82.54893972
710,28.03274135,-80.67208565
711,28.03298998,-82.3928995
712,28.03331625,-82.46025112
713,28.03424791,-82.53331398
714,28.03586916,-80.62242274
715,28.03867564,-80.66159834
716,28.04376571,-81.99005402
717,28.04383444,-82.67693027
718,28.04383444,-82.67693027
719,28.04501164,-82.58343026
720,28.04501164,-82.58343026
721,28.04795176,-81.90933694
722,28.0482059,-82.73845599
723,28.0482059,-82.73845599
724,28.05062922,-82.50520204
725,28.05390615,-82.42683807
726,28.05505592,-82.39424708
727,28.05817382,-81.78352759
728,28.06006467,-82.54147102
729,28.06266516,-82.70805726
730,28.06303444,-97.05919307
731,28.06358703,-82.70727676
732,28.06816326,-82.76785056
733,28.0694298,-82.63135406
734,28.07846751,-80.6212684
735,28.08030268,-80.66557407
736,28.08420216,-82.54158951
737,28.08420216,-82.54158951
738,28.08853406,-82.46710941
739,28.08876263,-82.50497034
740,28.09175645,-80.56744364
741,28.09269289,-82.50101134
742,28.09291566,-97.82632747
743,28.099287,-81.615558
744,28.11556483,-81.946501
745,28.11610925,-82.37871158
746,28.11610925,-82.37871158
747,28.121806,-81.983669
748,28.12195958,-81.97364147
749,28.13627798,-80.67216106
750,28.13854,-82.607174
751,28.14323218,-82.35431946
752,28.14569951,-82.73949302
753,28.14569951,-82.73949302
754,28.15582152,-81.44022928
755,28.15582152,-81.44022928
756,28.15708691,-80.67272027
757,28.16478763,-80.58765469
758,28.17303415,-82.47050181
759,28.17349458,-82.35387243
760,28.17597856,-82.34660594
761,28.18154658,-82.69832579
762,28.18512652,-82.35441412
763,28.18512652,-82.35441412
764,28.19113141,-82.46514373
765,28.19113141,-82.46514373
766,28.1933215,-82.6344567
767,28.1933215,-82.6344567
768,28.19542314,-82.74002581
769,28.19912498,-80.67289055
770,28.199309,-81.61863
771,28.199839,-81.620177
772,28.20089567,-82.6646255
773,28.20988436,-82.73965286
774,28.21712828,-82.6936998
775,28.21870721,-82.24612873
776,28.22782985,-80.71978765
777,28.22983595,-82.21447544
778,28.23076699,-80.70301974
779,28.23296494,-81.64364421
780,28.23785265,-82.72766999
781,28.23825114,-82.36730727
782,28.2457948,-81.29358389
783,28.24671869,-81.3045811
784,28.25218127,-82.18881488
785,28.25974651,-81.4368865
786,28.26039861,-81.59006477
787,28.26039861,-81.59006477
788,28.27250237,-82.62525983
789,28.27975988,-81.3449543
790,28.27975988,-81.3449543
791,28.28050464,-82.69446718
792,28.30366195,-81.39082745
793,28.30505824,-81.41653321
794,28.32952772,-80.72178858
795,28.32991735,-81.47302252
796,28.3300806,-82.69920346
797,28.33122133,-80.74203553
798,28.33138173,-82.6662771
799,28.33267777,-81.49576194
800,28.33267777,-81.49576194
801,28.33277131,-81.52534638
802,28.33452986,-81.59035339
803,28.3444095,-81.61370412
804,28.34536356,-81.36338671
805,28.34588561,-82.18753226
806,28.34724408,-81.41986675
807,28.35634343,-80.6998122
808,28.35672114,-82.66617473
809,28.35713741,-81.49517125
810,28.35732361,-80.60871322
811,28.36193392,-81.3657375
812,28.36704094,-81.41754558
813,28.36927821,-81.4045706
814,28.36927821,-81.4045706
815,28.37201278,-81.68398754
816,28.379055,-81.467846
817,28.37933092,-80.70312819
818,28.3862587,-80.70461871
819,28.39106148,-81.40385914
820,28.39701717,-80.76504639
821,28.40754022,-81.47085405
822,28.41080668,-81.45619353
823,28.41080668,-81.45619353
824,28.43055995,-81.25866692
825,28.43156235,-81.47154884
826,28.44348924,-81.39909633
827,28.44452991,-81.41055198
828,28.44957007,-81.39090557
829,28.45069969,-81.48627964
830,28.45069969,-81.48627964
831,28.46164268,-82.6261583
832,28.46214862,-82.53992901
833,28.46604397,-81.27530161
834,28.46604397,-81.27530161
835,28.46815916,-81.41256449
836,28.47289591,-81.39586666
837,28.4773882,-80.76962559
838,28.47894943,-82.47887951
839,28.48121849,-81.33124144
840,28.48502485,-81.44070861
841,28.48639072,-81.41816712
842,28.49308005,-82.59771167
843,28.49314477,-81.49148042
844,28.49315886,-81.46229487
845,28.49360706,-81.50829901
846,28.49961196,-81.71849308
847,28.51220948,-81.15350124
848,28.51251865,-81.37683598
849,28.51251865,-81.37683598
850,28.51468866,-81.28923967
851,28.51561884,-81.38009915
852,28.51737856,-81.48255598
853,28.5211268,-81.58531749
854,28.5236884,-81.34247375
855,28.52433896,-81.3315992
856,28.52926059,-81.54241587
857,28.52926059,-81.54241587
858,28.53342568,-82.51425245
859,28.535867,-81.763831
860,28.535867,-81.763831
861,28.535867,-81.763831
862,28.53943008,-81.47782924
863,28.53986404,-81.24512462
864,28.54069994,-82.40281262
865,28.54618713,-81.20444823
866,28.54618713,-81.20444823
867,28.55168483,-81.58661312
868,28.55205298,-81.20194707
869,28.55258418,-81.48912195
870,28.55347295,-81.36396138
871,28.55357968,-80.84239469
872,28.55540473,-81.34515683
873,28.556846,-82.518576
874,28.55823995,-80.82318332
875,28.56472987,-81.18308718
876,28.56667288,-81.32801877
877,28.56806991,-81.22440583
878,28.56840403,-81.2868823
879,28.57152444,-81.38905581
880,28.57506138,-81.5179773
881,28.57808909,-81.46722506
882,28.58410371,-81.39264448
883,28.59073844,-81.75228662
884,28.59607559,-81.28672048
885,28.59690923,-81.28719149
886,28.60237737,-81.31834572
887,28.60434122,-81.36577938
888,28.60434122,-81.36577938
889,28.61151606,-81.20825291
890,28.61306185,-81.4337281
891,28.61469708,-80.8079057
892,28.617499,-96.633202
893,28.62505666,-81.31549973
894,28.64056583,-81.44276464
895,28.6476618,-81.2717778
896,28.6476618,-81.2717778
897,28.648105,-81.210071
898,28.65594812,-81.2294219
899,28.65655493,-81.17993924
900,28.65989286,-81.41911593
901,28.65989286,-81.41911593
902,28.66203308,-81.39442576
903,28.66517865,-81.41506918
904,28.66782124,-82.11239106
905,28.67118469,-81.33828314
906,28.67366072,-81.46754943
907,28.67369882,-81.50988831
908,28.67369882,-81.50988831
909,28.68608474,-81.40276174
910,28.68608474,-81.40276174
911,28.69769877,-81.34625823
912,28.70769084,-81.4438195
913,28.75459108,-81.34829947
914,28.75650151,-81.28731032
915,28.75992,-81.34584
916,28.78271747,-81.34818646
917,28.79419,-81.297139
918,28.79419,-81.297139
919,28.80410354,-82.57622553
920,28.81058847,-81.73273786
921,28.82001464,-96.99986039
922,28.82082691,-81.6740677
923,28.82160153,-81.66586018
924,28.82293799,-81.32693274
925,28.82422194,-81.64354239
926,28.82515182,-81.88757574
927,28.83523908,-81.68538191
928,28.83608545,-82.33665797
929,28.84732386,-82.04558557
930,28.86565802,-96.99893772
931,28.870559,-82.590328
932,28.88434929,-81.24013279
933,28.8899,-81.51475
934,28.89997541,-82.44565827
935,28.91316374,-82.47407359
936,28.91547,-81.922679
937,28.91547,-81.922679
938,28.91627998,-81.29299704
939,28.92179808,-81.29810852
940,28.92179808,-81.29810852
941,28.92491144,-81.19106068
942,28.92491144,-81.19106068
943,28.929131,-81.925528
944,28.94490007,-81.95251727
945,28.95730114,-95.3721865
946,28.96398823,-81.97097883
947,28.97291343,-80.89689493
948,28.98342483,-95.95801937
949,28.98503894,-81.29891264
950,29.02864324,-80.89836586
951,29.04320421,-81.30335457
