Project,Release date,Due date
"xref:30200-2023-project01.adoc[Project 1: Review: UNIX, terminology, etc.]",
"xref:30200-2023-project02.adoc[Project 2: Concurrency, parallelism, cores, threads: part I]",
"xref:30200-2023-project03.adoc[Project 3: Concurrency, parallelism, cores, threads: part II]",
"xref:30200-2023-project04.adoc[Project 4: Concurrency, parallelism, cores, threads: part III]",
xref:30200-2023-project05.adoc[Project 5: High performance computing on Brown with SLURM: part I],
xref:30200-2023-project06.adoc[Project 6: High performance computing on Brown with SLURM: part II],
xref:30200-2023-project07.adoc[Project 7: High performance computer on Brown with SLURM: part III],
xref:30200-2023-project08.adoc[Project 8: PyTorch & JAX: part I],
xref:30200-2023-project09.adoc[Project 9: PyTorch & JAX: part II],
xref:30200-2023-project10.adoc[Project 10: High performance computing on Brown with SLURM: part IV -- GPUs],
xref:30200-2023-project11.adoc[Project 11: PyTorch & JAX: part III],
xref:30200-2023-project12.adoc[Project 12: PyTorch & JAX: part IV],
xref:30200-2023-project13.adoc[Project 13: ETL fun & review: part I],
xref:30200-2023-project13.adoc[Project 14: ETL fun & review: part II],
